StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,prolificId,correctIntro,trustB,t,answerA1,diffA1,log_diffA1,answerA2,diffA2,log_diffA2,answerA3,diffA3,log_diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"14/11/2021 07:52","14/11/2021 08:31","IP Address","41.0.128.218","100","2355","True","14/11/2021 08:31","R_2Xie8izBMrfUew0","-33.91400146","18.41290283","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",6,"medium","H","M","M","WHAT_Qn",38.93,43.31,50.15,-1,418,"H","WHAT_Qn_H_M","H_M","600823f4e4ff8838b38948f6",true,"5","363.43","40",-1.0700000000000003,0.2570106182060242,"35",8.310000000000002,3.0763880685128413,"15",35.15,5.140574177709902,"Agree",0,"5","5","4",191
"14/11/2021 07:52","14/11/2021 08:31","IP Address","41.0.128.218","100","2355","True","14/11/2021 08:31","R_2Xie8izBMrfUew0","-33.91400146","18.41290283","anonymous","EN",64,"engine temperature","gps on","wiper on gte 1","h0v0",9,"hard","E","E","H","WHAT_Ql",0,18.69,20.73,1,290,"E","WHAT_Ql_E_H","E_H","600823f4e4ff8838b38948f6",true,"5","165.319","65",-65,6.025139562278508,"18",0.6900000000000013,-0.29512803554364486,"37",-16.27,4.035183996618336,"Agree",1,"5","5","5",192
"14/11/2021 07:52","14/11/2021 08:31","IP Address","41.0.128.218","100","2355","True","14/11/2021 08:31","R_2Xie8izBMrfUew0","-33.91400146","18.41290283","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",9,"hard","H","M","M","WHAT_Ql",10.36,65.24,33.94,-1,376,"M","WHAT_Ql_M_H","M_H","600823f4e4ff8838b38948f6",true,"5","179.458","91",-80.64,6.335658322692879,"75",-9.760000000000005,3.305240965954484,"16",17.939999999999998,4.175125349657718,"Agree",0,"5","4","5",193
"14/11/2021 07:52","14/11/2021 08:31","IP Address","41.0.128.218","100","2355","True","14/11/2021 08:31","R_2Xie8izBMrfUew0","-33.91400146","18.41290283","anonymous","EN",33,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","H","H","E","WHAT_Ql",4.89,19.81,25.4,1,447,"H","WHAT_Ql_H_M","H_M","600823f4e4ff8838b38948f6",true,"4","140.573","60",-55.11,5.787510824300762,"20",-0.19000000000000128,-1.6665762662748023,"40",-14.600000000000001,3.8801957289430984,"Neither agree nor disagree",0,"4","5","5",194
"14/11/2021 07:52","14/11/2021 08:31","IP Address","41.0.128.218","100","2355","True","14/11/2021 08:31","R_2Xie8izBMrfUew0","-33.91400146","18.41290283","anonymous","EN",31,"electricity consumption","gps on","wiper on gte 1","h0v0",9,"hard","M","H","E","WHERE",20.84,18.79,26.48,-1,320,"E","WHERE_E_H","E_H","600823f4e4ff8838b38948f6",true,"5","76.649","10",10.84,3.4548339068988687,"8",10.79,3.4482402252160664,"40",-13.52,3.770300489499416,"Agree",0,"5","4","5",195
"14/11/2021 07:52","14/11/2021 08:31","IP Address","41.0.128.218","100","2355","True","14/11/2021 08:31","R_2Xie8izBMrfUew0","-33.91400146","18.41290283","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",8,"hard","H","M","M","WHERE",43.46,38.25,21.29,1,403,"M","WHERE_M_H","M_H","600823f4e4ff8838b38948f6",true,"5","178.285","20",23.46,4.559797695754872,"10",28.25,4.826548487290915,"50",-28.71,4.849749117282395,"Disagree",0,"4","2","5",196
"14/11/2021 07:52","14/11/2021 08:31","IP Address","41.0.128.218","100","2355","True","14/11/2021 08:31","R_2Xie8izBMrfUew0","-33.91400146","18.41290283","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","H","H","WHERE",83.95,44.37,21.29,-1,464,"H","WHERE_H_E","H_E","600823f4e4ff8838b38948f6",true,"4","95.644","10",73.95,6.21091481607392,"14",30.369999999999997,4.930500810791163,"50",-28.71,4.849749117282395,"Agree",0,"3","3","5",197
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h0v0",8,"hard","E","H","M","WHAT_Qn",53.24,56.13,16.5,1,268,"E","WHAT_Qn_E_H","E_H","5e5d021af1dd4d000e99f375",true,"3","138.946","70",-16.759999999999998,4.0776702742327515,"65",-8.869999999999997,3.169123281476757,"25",-8.5,3.108524456778169,"Neither agree nor disagree",0,"3","3","3",198
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h0v0",9,"hard","M","H","H","WHAT_Qn",56.99,56.13,34.81,1,350,"M","WHAT_Qn_M_H","M_H","5e5d021af1dd4d000e99f375",true,"4","87.921","60",-3.009999999999998,1.6484654430273133,"66",-9.869999999999997,3.3212065669699027,"20",14.810000000000002,3.900625332536066,"Neither agree nor disagree",0,"3","3","3",199
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",6,"medium","H","H","H","WHAT_Qn",58.29,56.78,29.31,-1,422,"H","WHAT_Qn_H_M","H_M","5e5d021af1dd4d000e99f375",true,"2","75.518","70",-11.71,3.5649878009598903,"70",-13.219999999999999,3.7382274003672418,"15",14.309999999999999,3.851499202461257,"Neither agree nor disagree",0,"3","3","3",200
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Ql",22.42,78.73,22.42,1,279,"E","WHAT_Ql_E_E","E_E","5e5d021af1dd4d000e99f375",true,"4","69.237","15",7.420000000000002,2.9155209007519587,"79",-0.269999999999996,-1.3400754415976364,"35",-12.579999999999998,3.66732447027863,"Disagree",0,"4","5","4",201
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",47,"suspension force","wiper on","gps on gte 1","h0v0",6,"medium","M","M","H","WHAT_Ql",11.52,78.8,17.9,-1,365,"M","WHAT_Ql_M_M","M_M","5e5d021af1dd4d000e99f375",true,"2","72.293","25",-13.48,3.766065051474954,"75",3.799999999999997,1.9726926540042635,"30",-12.100000000000001,3.6117625600648715,"Neither agree nor disagree",0,"3","4","2",202
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",22,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","H","M","WHAT_Ql",3.14,44.15,6.63,-1,436,"H","WHAT_Ql_H_E","H_E","5e5d021af1dd4d000e99f375",true,"3","54.393","15",-11.86,3.5831580038744084,"40",4.149999999999999,2.095924419998535,"30",-23.37,4.554281862626391,"Disagree",1,"3","3","3",203
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",33,"engine temperature","gps on","wiper on gte 1","h0v0",9,"hard","H","H","E","WHERE",20.9,18.52,20.12,1,323,"E","WHERE_E_H","E_H","5e5d021af1dd4d000e99f375",true,"2","64.758","10",10.899999999999999,3.462706750670158,"20",-1.4800000000000004,0.6825732973475788,"40",-19.88,4.322288723570877,"Agree",1,"3","3","3",204
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",41,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","H","E","M","WHERE",28.16,27.83,26.48,-1,393,"M","WHERE_M_M","M_M","5e5d021af1dd4d000e99f375",true,"2","52.149","50",-21.84,4.4571345943180365,"40",-12.170000000000002,3.619999829821358,"30",-3.5199999999999996,1.8659188145522123,"Neither agree nor disagree",0,"3","2","2",205
"14/11/2021 08:16","14/11/2021 08:32","IP Address","109.152.193.208","100","942","True","14/11/2021 08:32","R_3GwfQXHF6mL0uPZ","51.73370361","-4.10710144","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","H","H","WHERE",69.16,44.37,24.34,1,473,"H","WHERE_H_M","H_M","5e5d021af1dd4d000e99f375",true,"2","75.84","30",39.16,5.295906655297028,"60",-15.630000000000003,3.977737849242815,"11",13.34,3.7511423247269473,"Neither agree nor disagree",0,"3","2","2",206
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h0v0",3,"easy","E","H","M","WHAT_Qn",56.12,56.13,6.47,-1,250,"E","WHAT_Qn_E_E","E_E","5e54026ac94622402d781782",true,"3","111.739","54",2.1199999999999974,1.1667154449664205,"55",1.1300000000000026,0.3276873641760502,"55",-48.53,5.604516165146528,"Neither agree nor disagree",0,"2","3","4",207
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","M","M","E","WHAT_Qn",25.29,23.96,21.06,-1,336,"M","WHAT_Qn_M_M","M_M","5e54026ac94622402d781782",true,"3","79.677","31",-5.710000000000001,2.5447326559326235,"33",-9.04,3.196134880765161,"25",-3.9400000000000013,2.0232553523003034,"Agree",0,"2","2","3",208
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",3,"easy","H","H","H","WHAT_Qn",50.75,56.78,42.4,1,413,"H","WHAT_Qn_H_E","H_E","5e54026ac94622402d781782",true,"3","94.301","50",0.75,-0.19264507794239588,"53",3.780000000000001,1.965322548367255,"44",-1.6000000000000014,0.786596361890808,"Neither agree nor disagree",0,"2","2","3",209
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Ql",22.42,78.73,22.42,1,279,"E","WHAT_Ql_E_E","E_E","5e54026ac94622402d781782",true,"4","64.42","35",-12.579999999999998,3.66732447027863,"78",0.730000000000004,-0.22600367488882012,"35",-12.579999999999998,3.66732447027863,"Disagree",0,"3","4","4",210
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",12,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","H","M","H","WHAT_Ql",9.53,81.18,16.49,-1,368,"M","WHAT_Ql_M_M","M_M","5e54026ac94622402d781782",true,"3","113.151","15",-5.470000000000001,2.4841381312016693,"86",-4.819999999999993,2.305970520984384,"27",-10.510000000000002,3.410748128185948,"Disagree",1,"3","3","3",211
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",34,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","E","H","H","WHAT_Ql",4.19,21.44,25.17,1,443,"H","WHAT_Ql_H_M","H_M","5e54026ac94622402d781782",true,"2","118.407","60",-55.81,5.805679392720073,"22",-0.5599999999999987,-0.5458241068142007,"38",-12.829999999999998,3.6954371104053694,"Disagree",0,"3","4","3",212
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",33,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","H","H","E","WHERE",14.58,18.52,14.46,-1,305,"E","WHERE_E_E","E_E","5e54026ac94622402d781782",true,"1","79.545","16",-1.42,0.6276068381296498,"28",-9.48,3.2637856138908026,"38",-23.54,4.564683016963639,"Disagree",1,"1","1","3",213
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",63,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","E","E","M","WHERE",21.62,21.15,15.01,1,396,"M","WHERE_M_M","M_M","5e54026ac94622402d781782",true,"1","67.88","20",1.620000000000001,0.8032270364349283,"35",-13.850000000000001,3.804776377955828,"21",-5.99,2.612352498752662,"Neither agree nor disagree",0,"1","1","3",214
"14/11/2021 08:15","14/11/2021 08:35","IP Address","86.187.233.206","100","1205","True","14/11/2021 08:35","R_3jZJsNEFIM043x7","52.51890564","-1.918899536","anonymous","EN",64,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","E","E","H","WHERE",36.38,35.45,18.42,1,477,"H","WHERE_H_M","H_M","5e54026ac94622402d781782",true,"3","144.249","55",-18.619999999999997,4.228433920513366,"20",15.450000000000003,3.9611602581366396,"25",-6.579999999999998,2.745237332129749,"Neither agree nor disagree",0,"0","1","4",215
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",63,"engine temperature","gps on","wiper on gte 1","h0v0",9,"hard","E","E","M","WHAT_Qn",18.04,15.52,34.73,1,262,"E","WHAT_Qn_E_H","E_H","60c09121810de52ea094aba2",true,"3","28.237","64",-45.96,5.526225345605884,"31",-15.48,3.9639364521444858,"62",-27.270000000000003,4.775840698531255,"Agree",1,"2","3","4",216
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",20,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","H","H","WHAT_Qn",60.25,56.13,34.61,1,341,"M","WHAT_Qn_M_M","M_M","60c09121810de52ea094aba2",true,"5","299.882","60",0.25,-1.415037499278844,"26",30.130000000000003,4.919101679559393,"23",11.61,3.5527459367484453,"Disagree",0,"2","5","5",217
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","H","WHAT_Qn",42.3,46.62,43.01,-1,407,"H","WHAT_Qn_H_E","H_E","60c09121810de52ea094aba2",true,"2","22.551","62",-19.700000000000003,4.309248960816617,"49",-2.3800000000000026,1.3248106034204852,"17",26.009999999999998,4.707911254185168,"Agree",0,"3","4","5",218
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","H","E","E","WHAT_Ql",5.49,33.52,20.19,-1,285,"E","WHAT_Ql_E_M","E_M","60c09121810de52ea094aba2",true,"4","392.275","12",-6.51,2.7300964655954685,"30",3.520000000000003,1.8659188145522136,"12",8.190000000000001,3.0557162635125446,"Disagree",1,"4","5","5",219
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",47,"suspension force","wiper on","gps on gte 1","h0v0",3,"easy","M","M","H","WHAT_Ql",25.92,78.8,34.36,-1,356,"M","WHAT_Ql_M_E","M_E","60c09121810de52ea094aba2",true,"5","43.733","72",-46.08,5.529977073907332,"45",33.8,5.084276910531492,"69",-34.64,5.119563684417364,"Agree",0,"4","4","3",220
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",33,"engine temperature","gps on","wiper on gte 1","h0v0",8,"hard","H","H","E","WHAT_Ql",10.02,19.81,30.06,1,456,"H","WHAT_Ql_H_H","H_H","60c09121810de52ea094aba2",true,"4","28.974","51",-40.980000000000004,5.361241988464982,"31",-11.190000000000001,3.5001646794921677,"52",-21.94,4.463687842201262,"Agree",1,"5","5","5",221
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","E","WHERE",22.82,19.96,12.29,-1,303,"E","WHERE_E_E","E_E","60c09121810de52ea094aba2",true,"2","38.664","21",1.8200000000000003,0.9597701552114675,"30",-10.04,3.345538310070008,"48",-35.71,5.163297449402764,"Neither agree nor disagree",0,"3","1","5",222
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",9,"hard","M","M","M","WHERE",24.52,38.08,19.24,-1,400,"M","WHERE_M_H","M_H","60c09121810de52ea094aba2",true,"4","47.229","57",-32.480000000000004,5.027021314622255,"33",5.079999999999998,2.379898163524692,"11",8.239999999999998,3.0643655402636276,"Agree",0,"3","5","2",223
"14/11/2021 08:10","14/11/2021 08:35","IP Address","188.112.10.223","100","1530","True","14/11/2021 08:35","R_vwR7QFVOciGbssN","50.25999451","22.42869568","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","H","WHERE",45.54,37.7,15.14,1,465,"H","WHERE_H_E","H_E","60c09121810de52ea094aba2",true,"4","54.293","55",-9.46,3.260778431893426,"57",-19.299999999999997,4.279842693520347,"32",-16.86,4.086189313104476,"Neither agree nor disagree",0,"4","5","1",224
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",68,"fuel consumption","gps on","wiper on gte 1","h0v0",6,"medium","E","M","E","WHAT_Qn",41.62,43.35,25.41,1,255,"E","WHAT_Qn_E_M","E_M","5ea8910bb04a532ec4adc3d3",true,"3","56.905","45",-3.3800000000000026,1.8094144442358995,"45",-1.6499999999999986,0.8278190246173186,"28",-2.59,1.4409521980296367,"Neither agree nor disagree",0,"3","3","4",225
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h0v0",9,"hard","M","M","E","WHAT_Qn",27.49,23.96,20,-1,345,"M","WHAT_Qn_M_H","M_H","5ea8910bb04a532ec4adc3d3",true,"3","64.422","40",-12.510000000000002,3.6593537591700507,"36",-12.04,3.6046644151637044,"29",-9,3.189824558880017,"Disagree",1,"3","4","4",226
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",2,"suspension force","wiper on","gps on gte 1","h0v0",3,"easy","H","H","M","WHAT_Qn",32.46,27.05,49.86,-1,412,"H","WHAT_Qn_H_E","H_E","5ea8910bb04a532ec4adc3d3",true,"5","128.587","43",-10.54,3.4148120605658465,"25",2.0500000000000007,1.1210154009613664,"11",38.86,5.284847229418632,"Disagree",1,"3","3","4",227
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","M","E","M","WHAT_Ql",16.75,54.18,23.09,1,274,"E","WHAT_Ql_E_E","E_E","5ea8910bb04a532ec4adc3d3",true,"3","79.662","71",-54.25,5.764871590736091,"50",4.18,2.1060132376221192,"21",2.09,1.1473066987802936,"Agree",1,"4","4","4",228
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",5,"medium","M","M","M","WHAT_Ql",1.18,15.58,18.34,1,364,"M","WHAT_Ql_M_M","M_M","5ea8910bb04a532ec4adc3d3",true,"3","172.756","36",-34.82,5.127014141582809,"15",0.5800000000000001,-0.504304837375931,"21",-2.66,1.4776773275653072,"Agree",1,"4","4","4",229
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",6,"medium","H","H","H","WHAT_Ql",13.51,21.24,47.42,-1,449,"H","WHAT_Ql_H_M","H_M","5ea8910bb04a532ec4adc3d3",true,"5","123.6","45",-31.490000000000002,4.982537314399271,"20",1.2399999999999984,0.44890095114512607,"25",22.42,4.494735604862796,"Agree",0,"4","4","4",230
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",9,"hard","E","H","E","WHERE",15.01,14.86,25.2,1,317,"E","WHERE_E_H","E_H","5ea8910bb04a532ec4adc3d3",true,"4","88.505","8",7.01,2.8349134297010385,"10",4.859999999999999,2.317593504623471,"16",9.2,3.2211037253678754,"Neither agree nor disagree",0,"1","2","4",231
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",8,"hard","H","M","M","WHERE",43.46,38.25,21.29,1,403,"M","WHERE_M_H","M_H","5ea8910bb04a532ec4adc3d3",true,"2","62.321","21",22.46,4.497293008662791,"11",27.25,4.774787059601174,"45",-23.71,4.5750097202949505,"Agree",1,"1","2","4",232
"14/11/2021 08:20","14/11/2021 08:39","IP Address","99.247.154.41","100","1124","True","14/11/2021 08:39","R_2Xgpgdyies48qmg","43.83039856","-79.5039978","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",3,"easy","H","H","H","WHERE",28.76,25.28,21.52,-1,467,"H","WHERE_H_E","H_E","5ea8910bb04a532ec4adc3d3",true,"3","54.55","24",4.760000000000002,2.288358562193661,"7",18.28,4.202025844609336,"18",3.5199999999999996,1.8659188145522123,"Neither agree nor disagree",0,"3","3","4",233
"14/11/2021 08:13","14/11/2021 08:41","IP Address","142.126.152.56","100","1667","True","14/11/2021 08:41","R_url8aLWKiYWMicx","43.6882019","-79.4539032","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",9,"hard","E","H","E","WHAT_Qn",25.26,34.69,20.32,-1,267,"E","WHAT_Qn_E_H","E_H","5e4c8b3dc6a8fa0e4d8d8f5f",true,"1","91.987","41",-15.739999999999998,3.9877756161429128,"31",3.6899999999999977,1.931683057059805,"29",-8.68,3.138323004056484,"Disagree",1,"0","1","1",234
"14/11/2021 08:13","14/11/2021 08:41","IP Address","142.126.152.56","100","1667","True","14/11/2021 08:41","R_url8aLWKiYWMicx","43.6882019","-79.4539032","anonymous","EN",38,"electricity consumption","wiper on","gps on gte 1","h0v0",3,"easy","M","E","H","WHAT_Qn",46.92,37.06,40.28,1,326,"M","WHAT_Qn_M_E","M_E","5e4c8b3dc6a8fa0e4d8d8f5f",true,"2","143.794","42",4.920000000000002,2.334854269331633,"31",6.060000000000002,2.6287735952016456,"40",0.28000000000000114,-1.3040061868900958,"Disagree",0,"2","2","3",235
"14/11/2021 08:13","14/11/2021 08:41","IP Address","142.126.152.56","100","1667","True","14/11/2021 08:41","R_url8aLWKiYWMicx","43.6882019","-79.4539032","anonymous","EN",41,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","H","E","M","WHAT_Qn",52.31,43.3,11.86,-1,406,"H","WHAT_Qn_H_E","H_E","5e4c8b3dc6a8fa0e4d8d8f5f",true,"2","95.638","50",2.3100000000000023,1.2839217723076188,"35",8.299999999999997,3.0746766862944956,"25",-13.14,3.7295527704539713,"Disagree",1,"2","2","2",236
"14/11/2021 08:13","14/11/2021 08:41","IP Address","142.126.152.56","100","1667","True","14/11/2021 08:41","R_url8aLWKiYWMicx","43.6882019","-79.4539032","anonymous","EN",41,"engine temperature","radio on","wiper on gte 1","h0v0",5,"medium","H","E","M","WHAT_Ql",0,3.7,29.62,1,286,"E","WHAT_Ql_E_M","E_M","5e4c8b3dc6a8fa0e4d8d8f5f",true,"1","89.014","31",-31,4.960001932068081,"4",-0.2999999999999998,-1.2344652536370235,"24",5.620000000000001,2.5223068928713888,"Agree",1,"1","2","2",237
"14/11/2021 08:13","14/11/2021 08:41","IP Address","142.126.152.56","100","1667","True","14/11/2021 08:41","R_url8aLWKiYWMicx","43.6882019","-79.4539032","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","M","M","E","WHAT_Ql",21.99,84.85,22.4,1,354,"M","WHAT_Ql_M_E","M_E","5e4c8b3dc6a8fa0e4d8d8f5f",true,"0","122.561","76",-54.010000000000005,5.758489738843664,"22",62.849999999999994,5.976707311846878,"22",0.3999999999999986,-0.9296106721086059,"Neither agree nor disagree",0,"1","1","1",238
"14/11/2021 08:13","14/11/2021 08:41","IP Address","142.126.152.56","100","1667","True","14/11/2021 08:41","R_url8aLWKiYWMicx","43.6882019","-79.4539032","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h0v0",9,"hard","E","H","M","WHAT_Ql",6.86,33.47,26.19,1,451,"H","WHAT_Ql_H_H","H_H","5e4c8b3dc6a8fa0e4d8d8f5f",true,"0","97.68","64",-57.14,5.839581737286781,"40",-6.530000000000001,2.734438666137167,"24",2.1900000000000013,1.2110121934855125,"Agree",1,"1","1","1",239
"14/11/2021 08:13","14/11/2021 08:41","IP Address","142.126.152.56","100","1667","True","14/11/2021 08:41","R_url8aLWKiYWMicx","43.6882019","-79.4539032","anonymous","EN",31,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","M","H","E","WHERE",21.62,18.79,47.32,-1,311,"E","WHERE_E_M","E_M","5e4c8b3dc6a8fa0e4d8d8f5f",true,"0","162.538","10",11.620000000000001,3.5539748082374722,"31",-12.21,3.6246858105253983,"20",27.32,4.778471434199833,"Neither agree nor disagree",0,"0","0","1",240
