StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,prolificId,correctIntro,trustB,t,answerA1,diffA1,log_diffA1,answerA2,diffA2,log_diffA2,answerA3,diffA3,log_diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",69,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","M","E","E","WHAT_Qn",69.87,64.01,36.55,-1,342,"M","WHAT_Qn_M_M","M_M","60365639219b964d424581d6",false,"5","61.928","90",-20.129999999999995,4.3402061799117115,"95",-30.989999999999995,4.9595383411126495,"15",21.549999999999997,4.4379600883344725,"Disagree",1,"4","3","4",10
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","E","WHAT_Qn",76.19,76.69,23.97,1,414,"H","WHAT_Qn_H_E","H_E","60365639219b964d424581d6",false,"5","101.144","60",16.189999999999998,4.028127082317139,"80",-3.3100000000000023,1.7803100990433764,"15",8.969999999999999,3.1850736378767617,"Neither agree nor disagree",0,"4","3","5",11
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","H","WHAT_Ql",13.27,51.6,23.55,-1,278,"E","WHAT_Ql_E_E","E_E","60365639219b964d424581d6",false,"4","65.938","19",-5.73,2.5496691707264905,"50",1.6000000000000014,0.786596361890808,"20",3.5500000000000007,1.8777442499490022,"Neither agree nor disagree",0,"5","5","4",12
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","M","M","E","WHAT_Ql",21.99,84.85,22.4,1,354,"M","WHAT_Ql_M_E","M_E","60365639219b964d424581d6",false,"4","138.945","9",12.989999999999998,3.7131459024902593,"85",-0.15000000000000568,-1.8624964762500353,"10",12.399999999999999,3.646738698307846,"Agree",1,"3","4","4",13
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h0v0",3,"easy","E","H","M","WHAT_Ql",1.66,33.47,42.61,1,433,"H","WHAT_Ql_H_E","H_E","60365639219b964d424581d6",false,"4","107.902","55",-53.34,5.740522858354904,"20",13.469999999999999,3.7650042462500353,"60",-17.39,4.130519083027338,"Disagree",0,"5","3","4",14
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",33,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","H","H","E","WHERE",14.58,18.52,14.46,-1,305,"E","WHERE_E_E","E_E","60365639219b964d424581d6",false,"4","27.455","65",-50.42,5.659496480151607,"55",-36.480000000000004,5.19396881942197,"90",-75.53999999999999,6.241554208795974,"Disagree",1,"2","3","1",15
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h0v0",6,"medium","E","H","M","WHERE",21.19,26.37,30.51,-1,389,"M","WHERE_M_M","M_M","60365639219b964d424581d6",false,"5","184.957","11",10.190000000000001,3.36667191611176,"44",-17.63,4.1501534552462465,"30",0.5100000000000016,-0.6551715030025553,"Neither agree nor disagree",0,"2","3","3",16
"14/11/2021 05:51","14/11/2021 06:15","IP Address","41.10.146.55","100","1413","True","14/11/2021 06:15","R_2pSovdVDuY99HKY","-33.91400146","18.41290283","anonymous","EN",72,"fuel consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","M","H","WHERE",50.03,39.08,7.65,1,460,"H","WHERE_H_E","H_E","60365639219b964d424581d6",false,"4","35.394","55",-4.969999999999999,2.3490821463910887,"61",-21.92,4.462379571841023,"85",-77.35,6.275658944698853,"Disagree",0,"4","3","2",17
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",32,"suspension force","radio on","wiper on gte 1","h0v0",9,"hard","E","M","M","WHAT_Qn",27.68,34.69,20.77,-1,265,"E","WHAT_Qn_E_H","E_H","60453eb030e44b64d9aafe38",true,"4","164.548","26",1.6799999999999997,0.8519988371124461,"60",-25.310000000000002,4.6687431890879045,"26",-5.23,2.4208865749755315,"Neither agree nor disagree",0,"5","4","5",18
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","M","E","M","WHAT_Qn",33.95,44.19,19.68,-1,334,"M","WHAT_Qn_M_M","M_M","60453eb030e44b64d9aafe38",true,"5","188.505","14",19.950000000000003,4.327328082629952,"53",-8.810000000000002,3.1594677292667663,"14",5.68,2.5372960670908418,"Neither agree nor disagree",0,"5","3","5",19
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h0v0",9,"hard","H","M","M","WHAT_Qn",34.86,43.31,20.3,-1,427,"H","WHAT_Qn_H_H","H_H","60453eb030e44b64d9aafe38",true,"3","281.467","22",12.86,3.6987741089036827,"22",21.310000000000002,4.421896512042248,"9",11.3,3.5141222601707076,"Neither agree nor disagree",0,"5","5","5",20
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","H","E","H","WHAT_Ql",14.13,51.6,48.6,1,287,"E","WHAT_Ql_E_M","E_M","60453eb030e44b64d9aafe38",true,"5","195.181","23",-8.87,3.1691232814767574,"52",-0.3999999999999986,-0.9296106721086059,"32",16.6,4.063934305754099,"Disagree",0,"5","5","5",21
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",12,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","H","M","H","WHAT_Ql",17.26,81.18,21.13,1,377,"M","WHAT_Ql_M_H","M_H","60453eb030e44b64d9aafe38",true,"3","423.928","0",17.26,4.119771161952904,"80",1.1800000000000068,0.3840498067951673,"0",21.13,4.40973035386445,"Disagree",0,"4","4","4",22
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",2,"suspension force","wiper on","gps on gte 1","h0v0",6,"medium","H","H","M","WHAT_Ql",6.36,28.33,15.9,-1,448,"H","WHAT_Ql_H_M","H_M","60453eb030e44b64d9aafe38",true,"4","345.302","0",6.36,2.6971065744769747,"29",-0.6700000000000017,-0.33097323449036625,"0",15.9,4.002252451731379,"Neither agree nor disagree",0,"5","5","5",23
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",8,"hard","E","E","E","WHERE",17.35,15.53,18.54,-1,324,"E","WHERE_E_H","E_H","60453eb030e44b64d9aafe38",true,"4","233.121","90",-72.65,6.185371029235403,"26",-10.47,3.405311682597445,"9",9.54,3.272769732436511,"Agree",0,"3","5","5",24
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",2,"suspension force","wiper on","gps on gte 1","h0v0",6,"medium","H","H","M","WHERE",41.46,52.22,46.73,-1,395,"M","WHERE_M_M","M_M","60453eb030e44b64d9aafe38",true,"3","305.27","32",9.46,3.260778431893426,"91",-38.78,5.2818836745629225,"38",8.729999999999997,3.146492306977189,"Neither agree nor disagree",0,"5","5","5",25
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",6,"medium","H","H","H","WHERE",26.75,25.28,22.3,-1,476,"H","WHERE_H_M","H_M","60453eb030e44b64d9aafe38",true,"5","198.259","34",-7.25,2.882643049361841,"38",-12.719999999999999,3.683134985126092,"50",-27.7,4.798309782454597,"Neither agree nor disagree",0,"5","5","4",26
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",34,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","E","H","H","WHAT_Qn",26.86,27.34,18.88,1,269,"E","WHAT_Qn_E_H","E_H","5b1d82abd360420001f0ed29",false,"0","27.798","76",-49.14,5.622491152061169,"53",-25.66,4.6884601404244926,"64",-45.120000000000005,5.499686464458491,"Neither agree nor disagree",0,"1","2","3",27
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",47,"suspension force","wiper on","gps on gte 1","h0v0",3,"easy","M","M","H","WHAT_Qn",48.06,36.42,12.68,-1,329,"M","WHAT_Qn_M_E","M_E","5b1d82abd360420001f0ed29",false,"1","15.631","46",2.0600000000000023,1.1276332797258752,"24",12.420000000000002,3.649040565634448,"44",-31.32,4.974758730476078,"Disagree",1,"1","0","0",28
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",39,"engine temperature","wiper on","gps on gte 1","h0v0",6,"medium","H","M","E","WHAT_Qn",63.71,64.93,44,-1,417,"H","WHAT_Qn_H_M","H_M","5b1d82abd360420001f0ed29",false,"0","28.633","23",40.71,5.351734322591575,"55",9.930000000000007,3.3298411765306284,"58",-14,3.820178962415188,"Neither agree nor disagree",0,"0","0","0",29
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","M","E","M","WHAT_Ql",16.75,54.18,23.09,1,274,"E","WHAT_Ql_E_E","E_E","5b1d82abd360420001f0ed29",false,"0","92.979","30",-13.25,3.741466986401147,"57",-2.8200000000000003,1.5582676340557362,"10",13.09,3.724104519866845,"Neither agree nor disagree",0,"1","1","0",30
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",39,"engine temperature","wiper on","gps on gte 1","h0v0",9,"hard","H","M","E","WHAT_Ql",11.7,72.51,18.06,1,375,"M","WHAT_Ql_M_H","M_H","5b1d82abd360420001f0ed29",false,"0","15.542","40",-28.3,4.829088444004886,"41",31.510000000000005,4.983449690740123,"56",-37.94,5.250393173089506,"Neither agree nor disagree",0,"1","0","0",31
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",2,"suspension force","wiper on","gps on gte 1","h0v0",9,"hard","H","H","M","WHAT_Ql",8.03,28.33,23.18,-1,457,"H","WHAT_Ql_H_H","H_H","5b1d82abd360420001f0ed29",false,"0","18.246","35",-26.97,4.759954742011304,"52",-23.67,4.572586549385767,"52",-28.82,4.855242251454154,"Disagree",1,"0","0","1",32
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",39,"engine temperature","wiper on","gps on gte 1","h0v0",3,"easy","H","M","E","WHERE",9.61,15.73,11.03,1,304,"E","WHERE_E_E","E_E","5b1d82abd360420001f0ed29",false,"0","15.781","26",-16.39,4.0457050645108,"42",-26.27,4.722192760895903,"76",-64.97,6.024474827952101,"Disagree",0,"1","0","2",33
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",54,"suspension force","radio on","wiper on gte 1","h0v0",3,"easy","E","H","M","WHERE",16.94,26.37,25.32,1,380,"M","WHERE_M_E","M_E","5b1d82abd360420001f0ed29",false,"1","18.192","19",-2.0599999999999987,1.1276332797258728,"43",-16.63,4.066519781429746,"61",-35.68,5.162089162028208,"Agree",1,"2","0","0",34
"14/11/2021 06:57","14/11/2021 07:04","IP Address","81.107.96.184","100","456","True","14/11/2021 07:04","R_D60NQXtu5ypnU77","54.76669312","-5.766693115","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","H","WHERE",45.54,37.7,15.14,1,465,"H","WHERE_H_E","H_E","5b1d82abd360420001f0ed29",false,"0","18.839","52",-6.460000000000001,2.71918344048179,"69",-31.299999999999997,4.973840839533145,"28",-12.86,3.6987741089036827,"Neither agree nor disagree",0,"1","1","0",35
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",63,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","E","E","M","WHAT_Qn",15.16,15.52,34.73,-1,244,"E","WHAT_Qn_E_E","E_E","5b73979a31a43f00019276f2",true,"3","85.402","22",-6.84,2.800123352826528,"10",5.52,2.496973580998276,"25",9.729999999999997,3.3008558712687606,"Agree",0,"4","4","4",36
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",38,"electricity consumption","wiper on","gps on gte 1","h0v0",8,"hard","M","E","H","WHAT_Qn",34.08,37.06,23.64,1,344,"M","WHAT_Qn_M_H","M_H","5b73979a31a43f00019276f2",true,"3","89.283","39",-4.920000000000002,2.334854269331633,"40",-2.9399999999999977,1.6158870739160558,"38",-14.36,3.8564877794956787,"Neither agree nor disagree",0,"3","3","3",37
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",2,"suspension force","wiper on","gps on gte 1","h0v0",9,"hard","H","H","M","WHAT_Qn",17.92,27.05,17.07,1,430,"H","WHAT_Qn_H_H","H_H","5b73979a31a43f00019276f2",true,"3","92.212","26",-8.079999999999998,3.0365033337389877,"27",0.05000000000000071,-2.5145731728297522,"23",-5.93,2.598126959919604,"Neither agree nor disagree",0,"2","3","3",38
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",64,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","E","E","H","WHAT_Ql",5.69,18.69,38.61,-1,281,"E","WHAT_Ql_E_M","E_M","5b73979a31a43f00019276f2",true,"4","73.797","0",5.69,2.5397791916984938,"18",0.6900000000000013,-0.29512803554364486,"11",27.61,4.7936358203506275,"Agree",0,"5","4","3",39
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",14,"engine temperature","gps on","wiper on gte 1","h0v0",6,"medium","M","M","E","WHAT_Ql",35.26,83.6,44.39,-1,363,"M","WHAT_Ql_M_M","M_M","5b73979a31a43f00019276f2",true,"5","123.789","2",33.26,5.061128135118254,"85",-1.4000000000000057,0.6088092426755293,"31",13.39,3.75648960675997,"Neither agree nor disagree",0,"4","4","3",40
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",31,"electricity consumption","gps on","wiper on gte 1","h0v0",9,"hard","M","H","E","WHAT_Ql",8.84,58.62,15.04,-1,453,"H","WHAT_Ql_H_H","H_H","5b73979a31a43f00019276f2",true,"4","146.409","17",-8.16,3.050501697446727,"47",11.619999999999997,3.553974808237472,"28",-12.96,3.70984201927331,"Neither agree nor disagree",0,"3","3","3",41
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",39,"engine temperature","wiper on","gps on gte 1","h0v0",8,"hard","H","M","E","WHERE",18.39,15.73,18.72,1,322,"E","WHERE_E_H","E_H","5b73979a31a43f00019276f2",true,"3","109.271","18",0.39000000000000057,-0.9573556625915047,"26",-10.27,3.3778178530836453,"13",5.719999999999999,2.5472030247569313,"Agree",1,"3","3","3",42
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","M","E","M","WHERE",32.22,35.19,34.39,1,390,"M","WHERE_M_M","M_M","5b73979a31a43f00019276f2",true,"2","204.063","30",2.219999999999999,1.2295879227406512,"54",-18.810000000000002,4.242983516109695,"16",18.39,4.2106226443969055,"Disagree",0,"3","2","3",43
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",64,"engine temperature","gps on","wiper on gte 1","h0v0",3,"easy","E","E","H","WHERE",28.23,35.45,28.36,1,468,"H","WHERE_H_E","H_E","5b73979a31a43f00019276f2",true,"3","213.87","46",-17.77,4.161484638641659,"54",-18.549999999999997,4.223036337901875,"19",9.36,3.245647773636751,"Agree",1,"3","3","3",44
"14/11/2021 07:11","14/11/2021 07:28","IP Address","176.25.237.105","100","1047","True","14/11/2021 07:28","R_ZmXOOsGZqnGOtwd","55.00210571","-1.628692627","anonymous","EN",68,"fuel consumption","gps on","wiper on gte 1","h0v0",9,"hard","E","M","E","WHAT_Qn",43.46,43.35,15.84,-1,264,"E","WHAT_Qn_E_H","E_H","5fc18bcd740d621386762491",true,"5","62.986","14",29.46,4.886793989975289,"40",3.3500000000000014,1.7970129778361457,"20",-4.16,2.0992952043377753,"Agree",0,"0","5","2",45
"14/11/2021 07:11","14/11/2021 07:28","IP Address","176.25.237.105","100","1047","True","14/11/2021 07:28","R_ZmXOOsGZqnGOtwd","55.00210571","-1.628692627","anonymous","EN",69,"engine temperature","radio on","wiper on gte 1","h0v0",9,"hard","M","E","E","WHAT_Qn",63.34,64.01,23.75,1,351,"M","WHAT_Qn_M_H","M_H","5fc18bcd740d621386762491",true,"2","69.388","31",32.34,5.020813304252452,"15",49.010000000000005,5.618679150751558,"26",-2.25,1.2479275134435854,"Disagree",0,"0","0","1",46
"14/11/2021 07:11","14/11/2021 07:28","IP Address","176.25.237.105","100","1047","True","14/11/2021 07:28","R_ZmXOOsGZqnGOtwd","55.00210571","-1.628692627","anonymous","EN",12,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","M","H","WHAT_Qn",21.11,23.06,42.9,-1,410,"H","WHAT_Qn_H_E","H_E","5fc18bcd740d621386762491",true,"2","46.521","83",-61.89,5.954545307294005,"51",-27.94,4.810700154187216,"20",22.9,4.525129251203973,"Disagree",1,"3","1","5",47
"14/11/2021 07:11","14/11/2021 07:28","IP Address","176.25.237.105","100","1047","True","14/11/2021 07:28","R_ZmXOOsGZqnGOtwd","55.00210571","-1.628692627","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","E","E","WHAT_Ql",12.74,33.52,40.39,-1,276,"E","WHAT_Ql_E_E","E_E","5fc18bcd740d621386762491",true,"2","90.354","0",12.74,3.6853795519590755,"30",3.520000000000003,1.8659188145522136,"0",40.39,5.3403842354553985,"Neither agree nor disagree",0,"0","3","5",48
