StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,log_diffA1,answerA2,diffA2,log_diffA2,answerA3,diffA3,log_diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",32,"suspension force","radio on","wiper on gte 1","h1v1",9,"hard","E","M","M","WHAT_Qn",43.17,34.69,25.22,-1,22,"E","WHAT_Qn_E_H","E_H","4","164.548","26",17.17,4.112283108598204,"60",-25.310000000000002,4.6687431890879045,"26",-0.7800000000000011,-0.14401030269151752,"Neither agree nor disagree",0,"5","4","5",0
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",61,"electricity consumption","gps on","wiper on gte 1","h1v1",6,"medium","M","E","M","WHAT_Qn",48.03,44.19,17.46,1,91,"M","WHAT_Qn_M_M","M_M","5","188.505","14",34.03,5.094024887083054,"53",-8.810000000000002,3.1594677292667663,"14",3.460000000000001,1.8419731189271804,"Neither agree nor disagree",0,"5","3","5",1
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",3,"suspension force","radio on","wiper on gte 1","h1v1",9,"hard","H","M","M","WHAT_Qn",36.24,43.31,23.07,-1,184,"H","WHAT_Qn_H_H","H_H","3","281.467","22",14.240000000000002,3.844486087757799,"22",21.310000000000002,4.421896512042248,"9",14.07,3.827310943949667,"Neither agree nor disagree",0,"5","5","5",2
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",6,"suspension force","gps on","wiper on gte 1","h1v1",5,"medium","H","E","H","WHAT_Ql",23.98,51.6,32.97,1,44,"E","WHAT_Ql_E_M","E_M","5","195.181","23",0.9800000000000004,0.14404636961670744,"52",-0.3999999999999986,-0.9296106721086059,"32",0.9699999999999989,0.13093086982644722,"Disagree",0,"5","5","5",3
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",12,"suspension force","gps on","wiper on gte 1","h1v1",9,"hard","H","M","H","WHAT_Ql",13.14,81.18,17.01,-1,134,"M","WHAT_Ql_M_H","M_H","3","423.928","0",13.14,3.7295527704539713,"80",1.1800000000000068,0.3840498067951673,"0",17.01,4.09887428674445,"Disagree",1,"4","4","4",4
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",2,"suspension force","wiper on","gps on gte 1","h1v1",6,"medium","H","H","M","WHAT_Ql",13.03,28.33,31.06,1,205,"H","WHAT_Ql_H_M","H_M","4","345.302","0",13.03,3.7175393433911643,"29",-0.6700000000000017,-0.33097323449036625,"0",31.06,4.962780353804801,"Neither agree nor disagree",0,"5","5","5",5
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h1v1",9,"hard","E","E","E","WHERE",16.3,15.53,21.88,1,81,"E","WHERE_E_H","E_H","4","233.121","90",-73.7,6.206037546246592,"26",-10.47,3.405311682597445,"9",12.879999999999999,3.7009944941682664,"Agree",1,"3","5","5",6
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",2,"suspension force","wiper on","gps on gte 1","h1v1",5,"medium","H","H","M","WHERE",46.39,52.22,36.95,-1,152,"M","WHERE_M_M","M_M","3","305.27","32",14.39,3.859472666851937,"91",-38.78,5.2818836745629225,"38",-1.0499999999999972,0.23266075679027154,"Neither agree nor disagree",0,"5","5","5",7
"14/11/2021 05:36","14/11/2021 06:34","IP Address","41.162.54.154","100","3473","True","14/11/2021 06:34","R_vAXU7YsOKxNuUW5","-29.85560608","31.04490662","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h1v1",6,"medium","H","H","H","WHERE",25.64,25.28,36.74,1,233,"H","WHERE_H_M","H_M","5","198.259","34",-8.36,3.0849146597679384,"38",-12.719999999999999,3.683134985126092,"50",-13.259999999999998,3.742545233866053,"Neither agree nor disagree",0,"5","5","4",8
"14/11/2021 06:53","14/11/2021 07:19","IP Address","71.84.102.40","100","1508","True","14/11/2021 07:19","R_1hXCB5L9OscdyuE","40.5585022","-122.4138947","anonymous","EN",63,"engine temperature","gps on","wiper on gte 1","h1v1",3,"easy","E","E","M","WHAT_Qn",19.71,15.52,16.76,-1,1,"E","WHAT_Qn_E_E","E_E","3","85.402","22",-2.289999999999999,1.272023189061048,"10",5.52,2.496973580998276,"25",-8.239999999999998,3.0643655402636276,"Agree",0,"4","4","4",9
