StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","M","M","WHAT_Ql",0.59,15.58,11.63,-1,250,"M","WHAT_Ql_M_M","M_M","4","44.176","1",-0.41000000000000003,"12",3.58,"8",3.630000000000001,"Disagree",1,"4","4","4",0
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHAT_Qn",30.71,34.69,22.19,1,331,"E","WHAT_Qn_E_M","E_M","4","87.428","35",-4.289999999999999,"25",9.689999999999998,"11",11.190000000000001,"Disagree",0,"4","4","4",1
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","H","E","E","WHAT_Ql",4.31,33.52,15.88,1,432,"E","WHAT_Ql_E_H","E_H","3","167.952","4",0.3099999999999996,"27",6.520000000000003,"50",-34.12,"Disagree",0,"5","4","4",2
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Ql",27.33,78.73,27.33,1,273,"E","WHAT_Ql_E_E","E_E","4","66.826","28",-0.6700000000000017,"78",0.730000000000004,"26",1.3299999999999983,"Disagree",0,"4","4","4",3
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",3,"easy","H","M","H","WHAT_Ql",5.15,20.17,38.19,1,352,"M","WHAT_Ql_M_E","M_E","4","105.588","3",2.1500000000000004,"13",7.170000000000002,"39",-0.8100000000000023,"Agree",1,"4","4","4",4
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",9,"hard","H","H","H","WHAT_Ql",1.93,21.24,16.73,1,445,"H","WHAT_Ql_H_H","H_H","4","51.499","3",-1.07,"10",11.239999999999998,"16",0.7300000000000004,"Disagree",0,"4","4","4",5
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Qn",20.11,34.69,14.43,1,300,"E","WHAT_Qn_E_E","E_E","3","62.199","20",0.10999999999999943,"35",-0.3100000000000023,"13",1.4299999999999997,"Neither agree nor disagree",0,"4","4","4",6
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",6,"medium","M","M","M","WHAT_Qn",67.35,64.01,33.72,1,385,"M","WHAT_Qn_M_M","M_M","4","94.24","66",1.3499999999999943,"71",-6.989999999999995,"26",7.719999999999999,"Disagree",0,"4","4","4",7
"15/11/2021 10:41","15/11/2021 10:57","IP Address","2.222.108.58","100","963","True","15/11/2021 10:57","R_3lWHByIVfB2Gs7g","53.64129639","-2.669204712","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHAT_Ql",32.09,109.46,30.24,1,466,"H","WHAT_Ql_H_M","H_M","4","102.209","27",5.090000000000003,"80",29.459999999999994,"23",7.239999999999998,"Agree",1,"4","4","4",8
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Ql",10.28,78.73,31.54,-1,244,"E","WHAT_Ql_E_E","E_E","5","76.401","7",3.2799999999999994,"78",0.730000000000004,"41",-9.46,"Disagree",1,"3","5","4",9
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","E","M","WHAT_Qn",63.33,64.01,11.04,1,325,"M","WHAT_Qn_M_E","M_E","4","59.524","74",-10.670000000000002,"66",-1.9899999999999949,"10",1.0399999999999991,"Disagree",0,"3","2","3",10
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",8,"hard","M","M","M","WHAT_Qn",71.72,64.01,22.38,1,418,"M","WHAT_Qn_M_H","M_H","4","95.908","64",7.719999999999999,"70",-5.989999999999995,"20",2.379999999999999,"Agree",1,"3","2","3",11
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",29,"engine temperature","radio on","wiper on gte 1","h0v0",3,"easy","E","E","E","WHAT_Qn",31.42,34.69,38.5,1,271,"E","WHAT_Qn_E_E","E_E","4","53.468","38",-6.579999999999998,"41",-6.310000000000002,"35",3.5,"Disagree",0,"3","3","2",12
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","M","M","WHAT_Qn",75.46,64.01,19.18,1,354,"M","WHAT_Qn_M_E","M_E","3","70.922","70",5.459999999999994,"70",-5.989999999999995,"15",4.18,"Disagree",0,"3","2","4",13
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","E","H","E","WHAT_Qn",37.18,42.6,37.27,-1,439,"E","WHAT_Qn_E_M","E_M","4","87.877","40",-2.8200000000000003,"45",-2.3999999999999986,"33",4.270000000000003,"Disagree",1,"2","2","3",14
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",6,"medium","H","M","H","WHAT_Qn",47.3,56.78,25.13,1,310,"H","WHAT_Qn_H_M","H_M","3","222.138","35",12.299999999999997,"56",0.7800000000000011,"26",-0.870000000000001,"Disagree",0,"3","0","3",15
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","H","M","E","WHAT_Ql",9.21,40.19,14.11,1,391,"M","WHAT_Ql_M_H","M_H","4","127.668","12",-2.789999999999999,"43",-2.8100000000000023,"18",-3.8900000000000006,"Disagree",0,"3","3","3",16
"15/11/2021 10:40","15/11/2021 11:01","IP Address","86.180.100.113","100","1228","True","15/11/2021 11:01","R_eYjg7i4wA7I7RF7","51.57440186","-0.713699341","anonymous","EN",59,"electricity consumption","radio on","wiper on gte 1","h0v0",3,"easy","M","M","M","WHAT_Ql",0.19,15.58,7.29,-1,460,"M","WHAT_Ql_M_E","M_E","5","90.915","0",0.19,"15",0.5800000000000001,"7",0.29000000000000004,"Agree",0,"4","4","3",17
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","H","M","E","WHAT_Qn",84.3,76.69,19.89,-1,256,"H","WHAT_Qn_H_M","H_M","5","80.107","82",2.299999999999997,"73",3.6899999999999977,"18",1.8900000000000006,"Agree",0,"5","5","5",18
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","M","E","WHAT_Ql",8.62,58.43,10.19,-1,327,"M","WHAT_Ql_M_E","M_E","5","91.266","6",2.619999999999999,"58",0.4299999999999997,"8",2.1899999999999995,"Agree",0,"5","5","5",19
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",6,"medium","H","H","H","WHAT_Ql",10.72,21.24,50.85,1,412,"H","WHAT_Ql_H_M","H_M","5","110.257","11",-0.27999999999999936,"22",-0.7600000000000016,"47",3.8500000000000014,"Neither agree nor disagree",0,"5","5","5",20
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",9,"hard","H","E","E","WHAT_Qn",70.77,76.69,20.7,-1,297,"H","WHAT_Qn_H_H","H_H","4","128.438","70",0.769999999999996,"75",1.6899999999999977,"18",2.6999999999999993,"Disagree",1,"4","5","5",21
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",6,"medium","H","M","E","WHAT_Ql",24.5,75.88,30.78,1,358,"M","WHAT_Ql_M_M","M_M","3","189.598","17",7.5,"85",-9.120000000000005,"25",5.780000000000001,"Agree",1,"2","5","5",22
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",4,"suspension force","gps on","wiper on gte 1","h0v0",3,"easy","H","M","E","WHAT_Qn",80.22,76.69,38.14,1,433,"H","WHAT_Qn_H_E","H_E","5","59.072","78",2.219999999999999,"69",7.689999999999998,"32",6.140000000000001,"Neither agree nor disagree",0,"5","5","5",23
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",6,"medium","E","M","E","WHAT_Ql",14.95,84.11,17.28,-1,304,"M","WHAT_Ql_M_M","M_M","5","138.632","11",3.9499999999999993,"85",-0.8900000000000006,"14",3.280000000000001,"Neither agree nor disagree",0,"4","5","5",24
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",3,"easy","H","E","H","WHAT_Ql",0,7.29,38.41,1,381,"E","WHAT_Ql_E_E","E_E","5","100.638","0",0,"8",-0.71,"39",-0.5900000000000034,"Agree",1,"5","5","5",25
"15/11/2021 10:39","15/11/2021 11:02","IP Address","69.180.215.111","100","1395","True","15/11/2021 11:02","R_1QcRv3lkjVBir87","36.15789795","-86.8608017","anonymous","EN",1,"electricity consumption","gps on","wiper on gte 1","h0v0",9,"hard","E","M","E","WHAT_Qn",49.46,42.6,33.03,-1,472,"E","WHAT_Qn_E_H","E_H","3","115.816","50",-0.5399999999999991,"45",-2.3999999999999986,"26",7.030000000000001,"Agree",0,"4","4","5",26
"15/11/2021 10:39","15/11/2021 11:06","IP Address","169.1.87.16","100","1624","True","15/11/2021 11:06","R_AbzhkaHbLakoqat","-33.91400146","18.41290283","anonymous","EN",67,"electricity consumption","wiper on","gps on gte 1","h0v0",3,"easy","H","M","H","WHAT_Qn",52.06,56.78,19.63,1,246,"H","WHAT_Qn_H_E","H_E","3","92.038","36",16.060000000000002,"90",-33.22,"41",-21.37,"Agree",1,"3","4","3",27
