StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,log_diffA1,answerA2,diffA2,log_diffA2,answerA3,diffA3,log_diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion,distractor
15/11/2021 04:50,15/11/2021 05:11,IP Address,197.228.220.128,100,1279,True,15/11/2021 05:11,R_3Ibfdqw0O0UZoE7,-26.38110352,27.83760071,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHERE,13.19,15.53,33.13,1,472,E,WHERE_E_H,E_H,2,54.293,29,-15.81,3.994127114,42,-26.47,4.733083132,25,8.13,3.045268215,Neither agree nor disagree,0,2,1,3,53,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,51.75,42.6,34.84,1,244,E,WHAT_Qn_E_E,E_E,5,144.26,50,1.75,0.906890596,50,-7.4,2.911691582,30,4.84,2.311793718,Disagree,0,3,3,4,54,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,E,H,WHAT_Qn,48.07,56.78,23.82,1,351,H,WHAT_Qn_H_H,H_H,5,100.855,50,-1.93,1.039138394,55,1.78,0.929790998,20,3.82,1.9800253,Disagree,0,3,3,4,55,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,35.04,34.69,12.03,-1,406,E,WHAT_Qn_E_E,E_E,4,94.303,30,5.04,2.368768349,37,-2.31,1.283921772,10,2.03,1.107687869,Disagree,1,3,3,4,56,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Ql,4.31,33.52,18.23,1,297,E,WHAT_Ql_E_H,E_H,5,119.426,1,3.31,1.780310099,16,17.52,4.141187525,34,-15.77,3.990501111,Disagree,0,4,4,4,57,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,8,hard,E,H,E,WHAT_Ql,19.95,109.46,21.19,1,364,H,WHAT_Ql_H_H,H_H,5,128.785,20,-0.05,-2.514573173,66,43.46,5.445759804,21,0.19,-1.666576266,Agree,1,4,4,4,58,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Ql,25.92,71.6,37.24,1,435,H,WHAT_Ql_H_M,H_M,5,125.679,33,-7.08,2.84899843,71,0.6,-0.4639471,37,0.24,-1.454031631,Disagree,0,4,4,4,59,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,E,M,WHERE,36.12,38.08,18.65,1,324,M,WHERE_M_H,M_H,5,143.949,35,1.12,0.316145742,51,-12.92,3.705425039,16,2.65,1.472487771,Disagree,0,3,3,3,60,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,M,E,WHERE,22.92,19.96,16.93,-1,391,E,WHERE_E_H,E_H,5,110.001,21,1.92,1.032100843,30,-10.04,3.34553831,10,6.93,2.818646083,Disagree,1,3,3,2,61,h
15/11/2021 05:09,15/11/2021 05:40,IP Address,81.178.156.178,100,1886,True,15/11/2021 05:40,R_3jZEffad1Ie287Y,53.43460083,-2.908905029,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,M,M,WHERE,65.92,38.08,7.87,1,460,M,WHERE_M_E,M_E,5,169.977,69,-3.08,1.680324357,25,13.08,3.723012396,5,2.87,1.582556003,Disagree,0,4,3,4,62,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,M,E,WHAT_Qn,84.3,76.69,19.89,-1,256,H,WHAT_Qn_H_M,H_M,4,83.955,80,4.3,2.145677455,85,-8.31,3.076388069,22,-2.11,1.160274831,Disagree,1,4,4,3,63,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHAT_Qn,68.95,76.69,9.8,-1,327,H,WHAT_Qn_H_E,H_E,3,124.772,74,-5.05,2.371558863,78,-1.31,0.521050737,20,-10.2,3.368069877,Neither agree nor disagree,0,4,4,5,64,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,H,H,WHAT_Qn,55.88,56.78,49.47,1,412,H,WHAT_Qn_H_M,H_M,5,77.022,70,-14.12,3.832383717,63,-6.22,2.665620164,45,4.47,2.200064862,Disagree,0,3,4,4,65,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Ql,27.33,78.73,27.33,1,273,E,WHAT_Ql_E_E,E_E,5,101.554,30,-2.67,1.482848283,78,0.73,-0.226003675,30,-2.67,1.482848283,Disagree,0,3,5,4,66,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,M,H,WHAT_Ql,5.15,20.17,38.19,1,352,M,WHAT_Ql_M_E,M_E,3,128.94,5,0.15,-1.862496476,31,-10.83,3.453517579,46,-7.81,2.988230223,Disagree,0,2,4,4,67,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Ql,34.11,88.08,35.51,1,439,H,WHAT_Ql_H_M,H_M,5,117.112,40,-5.89,2.588564737,45,43.08,5.433126376,30,5.51,2.49441561,Agree,1,4,5,3,68,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,M,E,WHERE,14.04,15.53,18.54,1,304,E,WHERE_E_M,E_M,0,88.829,15,-0.96,0.117695043,25,-9.47,3.262282806,10,8.54,3.115199749,Neither agree nor disagree,0,3,4,3,69,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,9,hard,E,E,E,WHERE,15.64,14.86,26.8,-1,405,E,WHERE_E_H,E_H,0,76.774,21,-5.36,2.455491621,25,-10.14,3.359661722,29,-2.2,1.217230716,Neither agree nor disagree,0,3,3,4,70,h
15/11/2021 05:23,15/11/2021 05:44,IP Address,41.71.84.225,100,1288,True,15/11/2021 05:44,R_6y6oqenE14XplTz,-34.04859924,18.48109436,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,E,H,WHERE,25.62,25.28,21.25,1,486,H,WHERE_H_H,H_H,0,109.156,13,12.62,3.671859468,50,-24.72,4.634883637,31,-9.75,3.303780748,Neither agree nor disagree,0,1,4,3,71,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,M,E,WHAT_Qn,84.3,76.69,19.89,-1,256,H,WHAT_Qn_H_M,H_M,0,41.437,65,19.3,4.279842694,82,-5.31,2.442280035,16,3.89,2.005399988,Agree,0,0,5,5,72,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,E,M,WHAT_Qn,63.33,64.01,11.04,1,325,M,WHAT_Qn_M_E,M_E,0,80.217,71,-7.67,2.962549023,73,-8.99,3.188242656,12,-0.96,0.117695043,Neither agree nor disagree,0,4,4,5,73,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,M,M,WHAT_Qn,71.72,64.01,22.38,1,418,M,WHAT_Qn_M_H,M_H,0,56.684,41,30.72,4.946964741,70,-5.99,2.612352499,20,2.38,1.324810603,Neither agree nor disagree,0,0,5,5,74,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,E,H,WHAT_Ql,3,7.29,51.71,1,277,E,WHAT_Ql_E_M,E_M,1,63.508,6,-3,1.64385619,7,0.29,-1.268816758,46,5.71,2.544732656,Disagree,0,5,5,4,75,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,M,M,WHAT_Ql,2.56,15.58,16.37,1,354,M,WHAT_Ql_M_E,M_E,5,75.32,3,-0.44,-0.823677227,15,0.58,-0.504304837,16,0.37,-1.01449957,Neither agree nor disagree,0,5,5,5,76,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,M,M,WHAT_Ql,5.71,15.58,33.33,1,459,M,WHAT_Ql_M_H,M_H,5,101.092,45,-39.29,5.300672869,13,2.58,1.435628594,27,6.33,2.690417096,Disagree,0,5,5,5,77,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,M,E,WHERE,14.04,15.53,18.54,1,304,E,WHERE_E_M,E_M,1,43.566,17,-2.96,1.625270489,35,-19.47,4.292413668,27,-8.46,3.101818134,Neither agree nor disagree,0,1,0,5,78,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,E,H,WHERE,16.29,25.28,34.9,-1,381,H,WHERE_H_E,H_E,0,62.374,22,-5.71,2.544732656,21,4.28,2.139142019,54,-19.1,4.264911693,Neither agree nor disagree,0,0,0,5,79,h
15/11/2021 05:27,15/11/2021 05:45,IP Address,86.8.47.167,100,1058,True,15/11/2021 05:45,R_2R51HDZIWKm4MFS,51.24000549,-0.097305298,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,M,M,WHERE,65.92,38.08,7.87,1,460,M,WHERE_M_E,M_E,5,38.49,13,52.92,5.729144865,72,-33.92,5.089371028,3,4.87,2.320484678,Disagree,0,0,1,5,80,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,51.75,42.6,34.84,1,244,E,WHAT_Qn_E_E,E_E,5,67.422,46,5.75,2.554588852,53,-10.4,3.395748328,31,3.84,1.987320866,Agree,1,1,3,4,81,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Qn,30.71,34.69,22.19,1,331,E,WHAT_Qn_E_M,E_M,4,101.305,36,-5.29,2.436961338,40,-5.31,2.442280035,100,-77.81,6.284199472,Agree,1,3,2,2,82,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,35.04,34.69,12.03,-1,406,E,WHAT_Qn_E_E,E_E,5,60.562,40,-4.96,2.346247774,42,-7.31,2.894332742,17,-4.97,2.349082146,Disagree,1,4,2,5,83,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Ql,0,24.27,36,1,271,E,WHAT_Ql_E_E,E_E,5,44.686,0,0,-3,45,-20.73,4.382321407,30,6,2.614709844,Disagree,0,5,5,4,84,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,M,H,WHAT_Ql,5.15,20.17,38.19,1,352,M,WHAT_Ql_M_E,M_E,4,79.438,4,1.15,0.350497247,26,-5.83,2.574101508,49,-10.81,3.450881315,Disagree,0,5,5,5,85,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Ql,25.92,71.6,37.24,1,435,H,WHAT_Ql_H_M,H_M,3,90.607,27,-1.08,0.269033146,80,-8.4,3.091699834,66,-28.76,4.85224859,Disagree,0,4,5,3,86,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,M,H,WHERE,27.96,25.28,25.19,-1,310,H,WHERE_H_M,H_M,3,119.408,11,16.96,4.094658343,41,-15.72,3.985955755,43,-17.81,4.16470584,Neither agree nor disagree,0,3,4,1,87,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,M,E,WHERE,13.46,15.53,13.37,-1,379,E,WHERE_E_E,E_E,4,115.547,0,13.46,3.76394266,42,-26.47,4.733083132,10,3.37,1.805292456,Neither agree nor disagree,0,5,5,2,88,h
15/11/2021 05:34,15/11/2021 05:55,IP Address,197.185.116.212,100,1232,True,15/11/2021 05:55,R_8IJ9Up1mRKYewh3,-33.91400146,18.41290283,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,E,H,WHERE,25.62,25.28,21.25,1,486,H,WHERE_H_H,H_H,5,87.63,20,5.62,2.522306893,41,-15.72,3.985955755,25,-3.75,1.95419631,Disagree,0,4,4,3,89,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,9,hard,E,E,E,WHAT_Qn,27.13,34.69,24.33,-1,270,E,WHAT_Qn_E_H,E_H,3,155.1,20,7.13,2.858975614,31,3.69,1.931683057,25,-0.67,-0.330973234,Disagree,1,4,4,4,90,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,E,M,WHAT_Qn,63.33,64.01,11.04,1,325,M,WHAT_Qn_M_E,M_E,4,119.684,65,-1.67,0.843983844,62,2.01,1.09423607,10,1.04,0.220329955,Disagree,0,3,3,4,91,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,5,medium,E,M,E,WHAT_Qn,43.35,42.6,13.03,-1,408,E,WHAT_Qn_E_M,E_M,3,121.519,48,-4.65,2.255500733,40,2.6,1.44625623,14,-0.97,0.13093087,Agree,0,4,4,5,92,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Ql,4.31,33.52,18.23,1,297,E,WHAT_Ql_E_H,E_H,4,180.662,4,0.31,-1.200912694,33,0.52,-0.632628934,25,-6.77,2.785550552,Agree,1,3,4,4,93,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,M,E,WHAT_Ql,24.5,75.88,30.78,1,358,M,WHAT_Ql_M_M,M_M,4,174.005,28,-3.5,1.857980995,72,3.88,2.001802243,35,-4.22,2.119356177,Disagree,0,5,4,4,94,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,H,H,WHAT_Ql,1.93,21.24,16.73,1,445,H,WHAT_Ql_H_H,H_H,4,120.329,3,-1.07,0.257010618,30,-8.76,3.151371776,24,-7.27,2.886550147,Agree,1,3,4,4,95,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHERE,13.01,14.86,14.47,-1,300,E,WHERE_E_E,E_E,3,119.157,15,-1.99,1.080657663,28,-13.14,3.72955277,14,0.47,-0.749038426,Disagree,1,4,2,2,96,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,E,H,WHERE,16.29,25.28,34.9,-1,381,H,WHERE_H_E,H_E,2,72.399,22,-5.71,2.544732656,37,-11.72,3.566206293,40,-5.1,2.385431037,Agree,0,2,2,2,97,h
15/11/2021 05:36,15/11/2021 06:03,IP Address,86.26.246.20,100,1598,True,15/11/2021 06:03,R_3fUHy05ggMpcBwe,53.39329529,-2.133605957,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHERE,13.19,15.53,33.13,1,472,E,WHERE_E_H,E_H,4,58.241,8,5.19,2.410069692,20,-4.47,2.200064862,23,10.13,3.358255587,Agree,1,3,3,3,98,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,medium,M,M,M,WHAT_Qn,66.66,64.01,12.5,-1,250,M,WHAT_Qn_M_M,M_M,4,189.425,50,16.66,4.069100632,10,54.01,5.758489739,10,2.5,1.392317423,Disagree,1,4,5,5,99,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,E,H,WHAT_Qn,48.07,56.78,23.82,1,351,H,WHAT_Qn_H_H,H_H,2,104.601,47,1.07,0.257010618,63,-6.22,2.665620164,24,-0.18,-1.713118852,Neither agree nor disagree,0,3,4,4,100,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Qn,73.21,76.69,16.62,-1,432,H,WHAT_Qn_H_H,H_H,3,314.55,75,-1.79,0.937344392,82,-5.31,2.442280035,14,2.62,1.456806149,Disagree,1,4,4,4,101,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,medium,M,E,M,WHAT_Ql,5.52,14,38.06,-1,283,E,WHAT_Ql_E_M,E_M,4,180.536,3,2.52,1.403267722,11,3,1.64385619,40,-1.94,1.046141782,Agree,0,5,5,3,102,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHAT_Ql,29.67,84.11,35.04,1,378,M,WHAT_Ql_M_H,M_H,4,108.085,40,-10.33,3.386121157,80,4.11,2.08236197,36,-0.96,0.117695043,Agree,1,5,5,5,103,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Ql,34.11,88.08,35.51,1,439,H,WHAT_Ql_H_M,H_M,4,95.492,30,4.11,2.08236197,90,-1.92,1.032100843,31,4.51,2.212569339,Disagree,0,4,5,4,104,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHERE,12.67,19.96,24.86,-1,298,E,WHERE_E_E,E_E,3,100.845,3,9.67,3.292045492,24,-4.04,2.058316496,31,-6.14,2.64731451,Disagree,1,4,2,4,105,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,M,E,WHERE,22.92,19.96,16.93,-1,391,E,WHERE_E_H,E_H,4,70.536,12,10.92,3.465321514,41,-21.04,4.403608584,19,-2.07,1.13422094,Disagree,1,3,4,4,106,h
15/11/2021 05:40,15/11/2021 06:22,IP Address,84.28.246.56,100,2513,True,15/11/2021 06:22,R_2vYx4wd2dAU46mT,52.61869812,4.616394043,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,E,E,WHERE,18.83,19.96,28.68,1,462,E,WHERE_E_M,E_M,5,212.8,35,-16.17,4.026357447,40,-20.04,4.333781501,30,-1.32,0.531069493,Disagree,0,3,4,3,107,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,M,H,WHAT_Qn,52.06,56.78,19.63,1,246,H,WHAT_Qn_H_E,H_E,1,169.081,52,0.06,-2.434402824,60,-3.22,1.742006211,13,6.63,2.75595577,Disagree,0,2,2,2,108,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHAT_Qn,68.95,76.69,9.8,-1,327,H,WHAT_Qn_H_E,H_E,1,99.756,68,0.95,0.10433666,76,0.69,-0.295128036,7,2.8,1.548436625,Disagree,1,1,2,2,109,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Qn,73.21,76.69,16.62,-1,432,H,WHAT_Qn_H_H,H_H,1,284.177,80,-6.79,2.789729251,86,-9.31,3.238022518,13,3.62,1.904965719,Disagree,1,2,0,1,110,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Ql,4.31,33.52,18.23,1,297,E,WHAT_Ql_E_H,E_H,1,72.525,3,1.31,0.521050737,31,2.52,1.403267722,12,6.23,2.667892125,Disagree,0,2,2,2,111,h
