cntrQ,idc,image_name,image_link,numMask,alt_mask,flips,focus
114,31,idc31-eC-gO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_MHE-fcs_WHAT_Ql-bsln_20.13)58.62)30.53_f-cntrQ_114.png,IM_bmbbqS60XM1dPka,8,medium,h1v1,WHAT_Ql
38,32,idc32-sF-rO-qry_eT_gte_43.71-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EMM-fcs_WHAT_Ql-bsln_21.88)56.70)24.94_t-cntrQ_38.png,IM_51qKVrAFUHpGl1A,5,easy,h1v1,WHAT_Ql
11,32,idc32-sF-rO-qry_eT_gte_43.71-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EMM-fcs_WHAT_Qn-bsln_34.84)34.69)25.81_t-cntrQ_11.png,IM_2mkFbuxfy1YH4rQ,5,easy,h1v1,WHAT_Qn
65,32,idc32-sF-rO-qry_eT_gte_43.71-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EMM-fcs_WHERE-bsln_29.19)32.31)25.59_t-cntrQ_65.png,IM_77LRnyI4pldTr3U,5,easy,h1v1,WHERE
92,32,idc32-sF-rO-qry_gO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_EMM-fcs_WHAT_Qn-bsln_34.84)34.69)18.99_t-cntrQ_92.png,IM_8oFaPbAUlIGfUX4,6,medium,h1v1,WHAT_Qn
146,32,idc32-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_1-dMask_medium-dCmplx_EMM-fcs_WHERE-bsln_30.74)32.31)7.73_t-cntrQ_146.png,IM_doPTQCLEYvY2nc2,1,easy,h1v1,WHERE
200,32,idc32-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_EMM-fcs_WHAT_Ql-bsln_41.41)56.70)58.82_t-cntrQ_200.png,IM_doroo7FLq9cJUx0,12,hard,h1v1,WHAT_Ql
173,32,idc32-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_EMM-fcs_WHAT_Qn-bsln_17.81)34.69)17.80_f-cntrQ_173.png,IM_4PKiqWXqPJAAIlg,12,hard,h1v1,WHAT_Qn
227,32,idc32-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_13-dMask_hard-dCmplx_EMM-fcs_WHERE-bsln_33.69)32.31)62.79_f-cntrQ_227.png,IM_bd2qmB9LTotCsIu,13,hard,h1v1,WHERE
119,32,idc32-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_4-dMask_medium-dCmplx_EMM-fcs_WHAT_Ql-bsln_0.70)56.70)4.94_f-cntrQ_119.png,IM_elWKJRJsSp39V7U,4,easy,h1v1,WHAT_Ql
36,33,idc33-eG-gO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_HHE-fcs_WHAT_Ql-bsln_0)18.64)12.35_t-cntrQ_36.png,IM_1B8KgTfFSzEzp2K,4,easy,h1v1,WHAT_Ql
9,33,idc33-eG-gO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_HHE-fcs_WHAT_Qn-bsln_55.98)64.92)14.42_f-cntrQ_9.png,IM_5zpSVlCHHbvrjQW,4,easy,h1v1,WHAT_Qn
63,33,idc33-eG-gO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_HHE-fcs_WHERE-bsln_26.54)26.66)14.15_f-cntrQ_63.png,IM_1BWHV1troWjoktg,4,easy,h1v1,WHERE
90,33,idc33-eG-gO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_medium-dCmplx_HHE-fcs_WHAT_Qn-bsln_58.70)64.92)24.76_t-cntrQ_90.png,IM_aVQMmSicLtj49fw,5,easy,h1v1,WHAT_Qn
144,33,idc33-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_1-dMask_medium-dCmplx_HHE-fcs_WHERE-bsln_15.52)16.49)15.09_t-cntrQ_144.png,IM_b8HsJtVG70v4KMK,1,easy,h1v1,WHERE
171,33,idc33-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_HHE-fcs_WHAT_Qn-bsln_66.95)64.92)61.75_f-cntrQ_171.png,IM_2tJUhMPH7zCula6,12,hard,h1v1,WHAT_Qn
225,33,idc33-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_HHE-fcs_WHERE-bsln_15.39)16.49)57.86_t-cntrQ_225.png,IM_26k4vvgEUNkZW3Y,12,hard,h1v1,WHERE
198,33,idc33-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_13-dMask_hard-dCmplx_HHE-fcs_WHAT_Ql-bsln_6.29)18.64)55.47_t-cntrQ_198.png,IM_3UFE54oPKi2pCe2,13,hard,h1v1,WHAT_Ql
117,33,idc33-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_3-dMask_medium-dCmplx_HHE-fcs_WHAT_Ql-bsln_3.96)18.64)20.97_t-cntrQ_117.png,IM_4Oq58FFwHl8jpzM,3,easy,h1v1,WHAT_Ql
183,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_13-dMask_hard-dCmplx_EHH-fcs_WHAT_Qn-bsln_16.39)27.34)20.12_f-cntrQ_183.png,IM_6haqeSrVj91Sfyu,13,hard,h1v1,WHAT_Qn
210,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_EHH-fcs_WHAT_Ql-bsln_8.39)21.44)48.25_f-cntrQ_210.png,IM_3lbYpIfaQUsVeJ0,14,hard,h1v1,WHAT_Ql
237,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_16-dMask_hard-dCmplx_EHH-fcs_WHERE-bsln_40.50)34.14)55.59_f-cntrQ_237.png,IM_d5bGWKP9UtN7NLU,16,hard,h1v1,WHERE
48,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_EHH-fcs_WHAT_Ql-bsln_20.51)21.44)75.52_f-cntrQ_48.png,IM_7Vt62lsjqQtNa8S,3,easy,h1v1,WHAT_Ql
21,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_EHH-fcs_WHAT_Qn-bsln_44.71)27.34)9.28_t-cntrQ_21.png,IM_0qOZ7rpz3PdmeN0,3,easy,h1v1,WHAT_Qn
75,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_EHH-fcs_WHERE-bsln_34.00)34.88)74.84_t-cntrQ_75.png,IM_6riFe2w3P9bWOq2,3,easy,h1v1,WHERE
102,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_4-dMask_medium-dCmplx_EHH-fcs_WHAT_Qn-bsln_33.99)27.34)6.19_t-cntrQ_102.png,IM_bC5xnihfrMIksu2,4,easy,h1v1,WHAT_Qn
129,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_5-dMask_medium-dCmplx_EHH-fcs_WHAT_Ql-bsln_5.82)21.44)29.13_f-cntrQ_129.png,IM_0quMq3ofZhYUtcq,5,easy,h1v1,WHAT_Ql
156,34,idc34-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_EHH-fcs_WHERE-bsln_21.88)34.14)33.85_t-cntrQ_156.png,IM_a2xb0klkc8iRjKK,8,medium,h1v1,WHERE
238,38,idc38-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_hard-dCmplx_MEH-fcs_WHERE-bsln_34.40)36.80)58.94_f-cntrQ_238.png,IM_1RYbJaesGGaOxGm,4,easy,h1v1,WHERE
211,38,idc38-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_9-dMask_hard-dCmplx_MEH-fcs_WHAT_Ql-bsln_8.69)15.47)54.85_t-cntrQ_211.png,IM_8IYgQ4CfseM3e98,9,medium,h1v1,WHAT_Ql
184,38,idc38-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_9-dMask_hard-dCmplx_MEH-fcs_WHAT_Qn-bsln_38.32)37.06)57.26_t-cntrQ_184.png,IM_beFPXahUv7cOmQm,9,medium,h1v1,WHAT_Qn
49,38,idc38-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_MEH-fcs_WHAT_Ql-bsln_15.47)15.47)68.41_f-cntrQ_49.png,IM_78kuuQyuhkGCtyS,5,easy,h1v1,WHAT_Ql
22,38,idc38-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_MEH-fcs_WHAT_Qn-bsln_40.73)37.06)69.70_f-cntrQ_22.png,IM_erPwk4IbaY6qrvo,5,easy,h1v1,WHAT_Qn
76,38,idc38-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_MEH-fcs_WHERE-bsln_28.36)27.07)69.64_t-cntrQ_76.png,IM_4Jc8yHAVzw0t274,5,easy,h1v1,WHERE
103,38,idc38-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_medium-dCmplx_MEH-fcs_WHAT_Qn-bsln_25.88)37.06)23.99_t-cntrQ_103.png,IM_erkCrSATR3HU6vI,5,easy,h1v1,WHAT_Qn
157,38,idc38-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_MEH-fcs_WHERE-bsln_12.49)21.08)31.05_t-cntrQ_157.png,IM_6lEkBndQ1mAjC1o,6,medium,h1v1,WHERE
130,38,idc38-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_MEH-fcs_WHAT_Ql-bsln_10.48)15.47)25.44_f-cntrQ_130.png,IM_8eSplkUz2n4QoRw,7,medium,h1v1,WHAT_Ql
89,39,idc39-eG-wO-qry_gO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_HME-fcs_WHAT_Qn-bsln_64.93)64.93)48.66_f-cntrQ_89.png,IM_0rlaWLNKwFUxK4e,7,medium,h1v1,WHAT_Qn
170,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_HME-fcs_WHAT_Qn-bsln_62.53)64.93)40.33_t-cntrQ_170.png,IM_6D39fz11NPxWol0,12,hard,h1v1,WHAT_Qn
197,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_13-dMask_hard-dCmplx_HME-fcs_WHAT_Ql-bsln_34.09)72.51)43.00_t-cntrQ_197.png,IM_2f9GfsQfKfFhzdY,13,hard,h1v1,WHAT_Ql
224,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_13-dMask_hard-dCmplx_HME-fcs_WHERE-bsln_23.61)21.55)53.51_t-cntrQ_224.png,IM_eDHNdqU8f5I4YTk,13,hard,h1v1,WHERE
35,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HME-fcs_WHAT_Ql-bsln_0.50)72.51)13.99_f-cntrQ_35.png,IM_bI9O2fvgUNqlW1o,3,easy,h1v1,WHAT_Ql
8,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HME-fcs_WHAT_Qn-bsln_68.05)64.93)14.66_t-cntrQ_8.png,IM_3siNsfKcWQs7ktU,3,easy,h1v1,WHAT_Qn
62,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HME-fcs_WHERE-bsln_15.80)23.09)14.71_f-cntrQ_62.png,IM_4UySaHIKThQLKNo,3,easy,h1v1,WHERE
116,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_HME-fcs_WHAT_Ql-bsln_13.74)72.51)31.80_t-cntrQ_116.png,IM_8bTH5FF3wMX2Wxg,8,medium,h1v1,WHAT_Ql
143,39,idc39-eG-wO-qry_hO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_HME-fcs_WHERE-bsln_23.14)21.55)33.44_t-cntrQ_143.png,IM_71n0HcgU6KwC9Xo,8,medium,h1v1,WHERE
34,4,idc4-sF-gO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HEE-fcs_WHAT_Ql-bsln_21.37)33.52)72.94_f-cntrQ_34.png,IM_82oNJdraT8MBeOG,3,easy,h1v1,WHAT_Ql
7,4,idc4-sF-gO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HEE-fcs_WHAT_Qn-bsln_79.15)76.69)75.20_t-cntrQ_7.png,IM_6lEVkotZaZiJxz0,3,easy,h1v1,WHAT_Qn
61,4,idc4-sF-gO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HEE-fcs_WHERE-bsln_31.89)29.51)75.13_t-cntrQ_61.png,IM_8ead7JEG9dYlHIa,3,easy,h1v1,WHERE
88,4,idc4-sF-gO-qry_rO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_HEE-fcs_WHAT_Qn-bsln_72.64)76.69)20.43_f-cntrQ_88.png,IM_9Aef9TEI7nCbiwC,6,medium,h1v1,WHAT_Qn
169,4,idc4-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_11-dMask_hard-dCmplx_HEE-fcs_WHAT_Qn-bsln_75.83)76.69)34.33_f-cntrQ_169.png,IM_ctLRGcXq2Zd3Sjc,11,hard,h1v1,WHAT_Qn
115,4,idc4-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_3-dMask_medium-dCmplx_HEE-fcs_WHAT_Ql-bsln_4.90)33.52)43.92_t-cntrQ_115.png,IM_a2IRfwfnBIVxbpk,3,easy,h1v1,WHAT_Ql
196,4,idc4-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_hard-dCmplx_HEE-fcs_WHAT_Ql-bsln_12.54)33.52)44.90_f-cntrQ_196.png,IM_00aZscvDz8antz0,7,medium,h1v1,WHAT_Ql
223,4,idc4-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_hard-dCmplx_HEE-fcs_WHERE-bsln_27.31)27.53)42.62_t-cntrQ_223.png,IM_3E0BUKtU3q3pWya,8,medium,h1v1,WHERE
142,4,idc4-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_HEE-fcs_WHERE-bsln_33.93)27.53)29.50_t-cntrQ_142.png,IM_eDSgJlckx2xLf5c,8,medium,h1v1,WHERE
43,41,idc41-eG-rO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HEM-fcs_WHAT_Ql-bsln_3.70)3.70)82.40_f-cntrQ_43.png,IM_cMk5vWqjseyeaiy,3,easy,h1v1,WHAT_Ql
16,41,idc41-eG-rO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HEM-fcs_WHAT_Qn-bsln_48.74)43.30)5.63_f-cntrQ_16.png,IM_cC8jRrHUZykrWfA,3,easy,h1v1,WHAT_Qn
70,41,idc41-eG-rO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_easy-dCmplx_HEM-fcs_WHERE-bsln_38.72)37.89)85.71_t-cntrQ_70.png,IM_3gU65xZStMySdBY,3,easy,h1v1,WHERE
232,41,idc41-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_HEM-fcs_WHERE-bsln_30.71)28.53)28.57_t-cntrQ_232.png,IM_ebKhL2KJPO9ftmS,12,hard,h1v1,WHERE
178,41,idc41-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_5-dMask_hard-dCmplx_HEM-fcs_WHAT_Qn-bsln_47.02)43.30)74.18_f-cntrQ_178.png,IM_41JRF1GJhul9wDs,5,easy,h1v1,WHAT_Qn
97,41,idc41-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_HEM-fcs_WHAT_Qn-bsln_46.66)43.30)21.95_f-cntrQ_97.png,IM_9pmXgthauFgSpJs,6,medium,h1v1,WHAT_Qn
205,41,idc41-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_hard-dCmplx_HEM-fcs_WHAT_Ql-bsln_0.92)3.70)43.74_t-cntrQ_205.png,IM_9SvgNJnW4i6EWKG,8,medium,h1v1,WHAT_Ql
124,41,idc41-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_9-dMask_medium-dCmplx_HEM-fcs_WHAT_Ql-bsln_1.38)3.70)30.32_t-cntrQ_124.png,IM_0BS2MU75IXe3TOS,9,medium,h1v1,WHAT_Ql
151,41,idc41-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_9-dMask_medium-dCmplx_HEM-fcs_WHERE-bsln_23.70)28.53)42.55_t-cntrQ_151.png,IM_9mDufAXb0nclHQq,9,medium,h1v1,WHERE
212,47,idc47-sF-wO-qry_hO_gte_1-flips_h1v1-nMasks_7-dMask_hard-dCmplx_MMH-fcs_WHAT_Ql-bsln_11.93)78.80)29.42_t-cntrQ_212.png,IM_bQlF0vCa8LlJVFY,7,medium,h1v1,WHAT_Ql
185,47,idc47-sF-wO-qry_hO_gte_1-flips_h1v1-nMasks_7-dMask_hard-dCmplx_MMH-fcs_WHAT_Qn-bsln_32.55)36.42)46.10_f-cntrQ_185.png,IM_6KD093pUw38cAjI,7,medium,h1v1,WHAT_Qn
239,47,idc47-sF-wO-qry_hO_gte_1-flips_h1v1-nMasks_8-dMask_hard-dCmplx_MMH-fcs_WHERE-bsln_17.98)30.96)28.90_t-cntrQ_239.png,IM_88hVEN4yMm2Ssku,8,medium,h1v1,WHERE
50,47,idc47-sF-wO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_MMH-fcs_WHAT_Ql-bsln_20.16)78.80)30.45_f-cntrQ_50.png,IM_bINDvpPcgVeSNds,2,easy,h1v1,WHAT_Ql
23,47,idc47-sF-wO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_MMH-fcs_WHAT_Qn-bsln_33.86)36.42)35.15_f-cntrQ_23.png,IM_eVxgoQ04NHs4uJU,2,easy,h1v1,WHAT_Qn
77,47,idc47-sF-wO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_MMH-fcs_WHERE-bsln_30.19)30.49)35.26_f-cntrQ_77.png,IM_3jBHGCqNbgv6RpQ,2,easy,h1v1,WHERE
158,47,idc47-sF-wO-qry_rO_gte_1-flips_h1v1-nMasks_4-dMask_medium-dCmplx_MMH-fcs_WHERE-bsln_43.23)33.87)44.21_f-cntrQ_158.png,IM_5yY8lXNVoVJwd70,4,easy,h1v1,WHERE
104,47,idc47-sF-wO-qry_rO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_MMH-fcs_WHAT_Qn-bsln_38.46)36.42)48.41_t-cntrQ_104.png,IM_7VW83SEgNOSBWVE,6,medium,h1v1,WHAT_Qn
131,47,idc47-sF-wO-qry_rO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_MMH-fcs_WHAT_Ql-bsln_18.93)78.80)35.80_f-cntrQ_131.png,IM_3dVE03qLbF9nrfg,7,medium,h1v1,WHAT_Ql
93,54,idc54-sF-rO-qry_eT_gte_57.44-flips_h1v1-nMasks_9-dMask_medium-dCmplx_EHM-fcs_WHAT_Qn-bsln_58.17)56.13)48.86_f-cntrQ_93.png,IM_dcjOoDXrC5fP5OK,9,medium,h1v1,WHAT_Qn
39,54,idc54-sF-rO-qry_gO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EHM-fcs_WHAT_Ql-bsln_17.67)33.47)66.11_t-cntrQ_39.png,IM_b1s1jocpba6r3Dg,5,easy,h1v1,WHAT_Ql
12,54,idc54-sF-rO-qry_gO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EHM-fcs_WHAT_Qn-bsln_75.64)56.13)16.18_t-cntrQ_12.png,IM_3fUBdHnICDiwGns,5,easy,h1v1,WHAT_Qn
66,54,idc54-sF-rO-qry_gO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EHM-fcs_WHERE-bsln_31.05)29.82)69.15_t-cntrQ_66.png,IM_a4Ck1VPuSemXri6,5,easy,h1v1,WHERE
147,54,idc54-sF-rO-qry_hO_gte_1-flips_h1v1-nMasks_5-dMask_medium-dCmplx_EHM-fcs_WHERE-bsln_36.21)34.61)25.64_t-cntrQ_147.png,IM_cNfqXFwz3Srefl4,5,easy,h1v1,WHERE
120,54,idc54-sF-rO-qry_hO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_EHM-fcs_WHAT_Ql-bsln_15.38)33.47)27.85_t-cntrQ_120.png,IM_afmeIqGcBJy2HYO,6,medium,h1v1,WHAT_Ql
201,54,idc54-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_EHM-fcs_WHAT_Ql-bsln_15.59)33.47)59.87_t-cntrQ_201.png,IM_esQaAysSEGiB2T4,12,hard,h1v1,WHAT_Ql
174,54,idc54-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_EHM-fcs_WHAT_Qn-bsln_55.54)56.13)45.95_f-cntrQ_174.png,IM_eYf23FqW7W2PGPc,14,hard,h1v1,WHAT_Qn
228,54,idc54-sF-rO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_EHM-fcs_WHERE-bsln_38.63)40.16)55.51_f-cntrQ_228.png,IM_0cSowievUEISR70,14,hard,h1v1,WHERE
41,59,idc59-eC-rO-qry_eT_gte_18.23-flips_h1v1-nMasks_4-dMask_easy-dCmplx_MMM-fcs_WHAT_Ql-bsln_5.12)15.58)27.02_f-cntrQ_41.png,IM_8tXw6pepQh1vn14,4,easy,h1v1,WHAT_Ql
14,59,idc59-eC-rO-qry_eT_gte_18.23-flips_h1v1-nMasks_4-dMask_easy-dCmplx_MMM-fcs_WHAT_Qn-bsln_67.08)64.01)33.13_t-cntrQ_14.png,IM_e5xz40wFfQ0Tkfs,4,easy,h1v1,WHAT_Qn
68,59,idc59-eC-rO-qry_eT_gte_18.23-flips_h1v1-nMasks_4-dMask_easy-dCmplx_MMM-fcs_WHERE-bsln_24.20)36.12)33.23_t-cntrQ_68.png,IM_eRlCyMOG6lt6cPc,4,easy,h1v1,WHERE
122,59,idc59-eC-rO-qry_wO_gte_1-flips_h1v1-nMasks_10-dMask_medium-dCmplx_MMM-fcs_WHAT_Ql-bsln_5.52)15.58)57.98_t-cntrQ_122.png,IM_5C5yLQ8bphhoGXQ,10,hard,h1v1,WHAT_Ql
149,59,idc59-eC-rO-qry_wO_gte_1-flips_h1v1-nMasks_10-dMask_medium-dCmplx_MMM-fcs_WHERE-bsln_30.40)36.12)55.97_t-cntrQ_149.png,IM_6LpOYe59Rpywi8u,10,hard,h1v1,WHERE
230,59,idc59-eC-rO-qry_wO_gte_1-flips_h1v1-nMasks_5-dMask_hard-dCmplx_MMM-fcs_WHERE-bsln_40.52)36.12)39.35_t-cntrQ_230.png,IM_3qLEdkRAQet3UpM,5,easy,h1v1,WHERE
176,59,idc59-eC-rO-qry_wO_gte_1-flips_h1v1-nMasks_6-dMask_hard-dCmplx_MMM-fcs_WHAT_Qn-bsln_61.41)64.01)34.30_t-cntrQ_176.png,IM_bjfzvNbnfdK2rWK,6,medium,h1v1,WHAT_Qn
203,59,idc59-eC-rO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_hard-dCmplx_MMM-fcs_WHAT_Ql-bsln_2.76)15.58)27.21_t-cntrQ_203.png,IM_1FjQfX9EEXZuMjY,7,medium,h1v1,WHAT_Ql
95,59,idc59-eC-rO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_MMM-fcs_WHAT_Qn-bsln_66.39)64.01)61.04_t-cntrQ_95.png,IM_2noNk8jeTbwkxIG,8,medium,h1v1,WHAT_Qn
52,6,idc6-sF-gO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_HEH-fcs_WHAT_Ql-bsln_34.68)51.60)66.59_t-cntrQ_52.png,IM_78tBacYjKl9rNhs,5,easy,h1v1,WHAT_Ql
25,6,idc6-sF-gO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_HEH-fcs_WHAT_Qn-bsln_43.17)46.62)69.51_t-cntrQ_25.png,IM_1C6zrIFhRAcs9fM,5,easy,h1v1,WHAT_Qn
79,6,idc6-sF-gO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_HEH-fcs_WHERE-bsln_41.91)41.88)69.42_t-cntrQ_79.png,IM_4TVp42J4iZ7ieh0,5,easy,h1v1,WHERE
214,6,idc6-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_HEH-fcs_WHAT_Ql-bsln_32.76)51.60)57.38_t-cntrQ_214.png,IM_b3gblEEdLdSdayq,14,hard,h1v1,WHAT_Ql
187,6,idc6-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_HEH-fcs_WHAT_Qn-bsln_47.85)46.62)48.71_t-cntrQ_187.png,IM_71fxOrlxlAKaSCW,14,hard,h1v1,WHAT_Qn
241,6,idc6-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_16-dMask_hard-dCmplx_HEH-fcs_WHERE-bsln_42.19)36.55)55.71_t-cntrQ_241.png,IM_5BdEKS2KbPfncdE,16,hard,h1v1,WHERE
106,6,idc6-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_2-dMask_medium-dCmplx_HEH-fcs_WHAT_Qn-bsln_50.31)46.62)17.94_t-cntrQ_106.png,IM_e9ZdokqJFxQeF8i,2,easy,h1v1,WHAT_Qn
160,6,idc6-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_2-dMask_medium-dCmplx_HEH-fcs_WHERE-bsln_33.52)36.55)12.85_t-cntrQ_160.png,IM_8CCywf9IgbNyg0S,2,easy,h1v1,WHERE
133,6,idc6-sF-gO-qry_wO_gte_1-flips_h1v1-nMasks_3-dMask_medium-dCmplx_HEH-fcs_WHAT_Ql-bsln_8.77)51.60)8.77_t-cntrQ_133.png,IM_d6CTHbm6iNF39pc,3,easy,h1v1,WHAT_Ql
40,61,idc61-eC-gO-qry_eT_gte_42.31-flips_h1v1-nMasks_3-dMask_easy-dCmplx_MEM-fcs_WHAT_Ql-bsln_31.47)54.18)35.38_f-cntrQ_40.png,IM_8bRKG803JxVCvj0,3,easy,h1v1,WHAT_Ql
13,61,idc61-eC-gO-qry_eT_gte_42.31-flips_h1v1-nMasks_3-dMask_easy-dCmplx_MEM-fcs_WHAT_Qn-bsln_50.13)44.19)37.46_t-cntrQ_13.png,IM_7TA5DUgqKVeiNYq,3,easy,h1v1,WHAT_Qn
67,61,idc61-eC-gO-qry_eT_gte_42.31-flips_h1v1-nMasks_3-dMask_easy-dCmplx_MEM-fcs_WHERE-bsln_66.26)40.91)37.26_f-cntrQ_67.png,IM_afQNtLuTIcphLOS,3,easy,h1v1,WHERE
94,61,idc61-eC-gO-qry_rO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_MEM-fcs_WHAT_Qn-bsln_37.99)44.19)27.93_t-cntrQ_94.png,IM_bQohw7WoBWdGdCK,6,medium,h1v1,WHAT_Qn
202,61,idc61-eC-gO-qry_wO_gte_1-flips_h1v1-nMasks_6-dMask_hard-dCmplx_MEM-fcs_WHAT_Ql-bsln_20.48)54.18)34.63_t-cntrQ_202.png,IM_1KW5y39bX4HyRRc,6,medium,h1v1,WHAT_Ql
