cntrQ,idc,image_name,image_link,numMask,alt_mask,flips,focus
175,61,idc61-eC-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_hard-dCmplx_MEM-fcs_WHAT_Qn-bsln_38.29)44.19)28.57_t-cntrQ_175.png,IM_3jwAV5T69dRW0F8,7,medium,h1v1,WHAT_Qn
229,61,idc61-eC-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_hard-dCmplx_MEM-fcs_WHERE-bsln_28.63)40.91)28.34_t-cntrQ_229.png,IM_6mm6cnsTBYZcHIi,7,medium,h1v1,WHERE
121,61,idc61-eC-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_MEM-fcs_WHAT_Ql-bsln_21.41)54.18)34.45_t-cntrQ_121.png,IM_a9UvIHoYXudwDf8,7,medium,h1v1,WHAT_Ql
148,61,idc61-eC-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_MEM-fcs_WHERE-bsln_34.52)40.91)42.35_t-cntrQ_148.png,IM_7Wmsi4G9GmOC8bs,7,medium,h1v1,WHERE
145,63,idc63-eG-gO-qry_hO_gte_1-flips_h1v1-nMasks_3-dMask_medium-dCmplx_EEM-fcs_WHERE-bsln_34.95)32.02)40.24_f-cntrQ_145.png,IM_6xPEtRE4fEghBpY,3,easy,h1v1,WHERE
118,63,idc63-eG-gO-qry_hO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_EEM-fcs_WHAT_Ql-bsln_34.51)84.16)34.51_f-cntrQ_118.png,IM_a4s0lnhvSVY6uG2,6,medium,h1v1,WHAT_Ql
37,63,idc63-eG-gO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EEM-fcs_WHAT_Ql-bsln_55.08)84.16)66.90_f-cntrQ_37.png,IM_8bJaneO9063tyaq,5,easy,h1v1,WHAT_Ql
10,63,idc63-eG-gO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EEM-fcs_WHAT_Qn-bsln_17.80)15.52)21.85_t-cntrQ_10.png,IM_cCigHSsoJyDsukS,5,easy,h1v1,WHAT_Qn
64,63,idc63-eG-gO-qry_rO_gte_1-flips_h1v1-nMasks_5-dMask_easy-dCmplx_EEM-fcs_WHERE-bsln_23.73)21.98)69.66_f-cntrQ_64.png,IM_9M3M8uZ1DYq11UG,5,easy,h1v1,WHERE
91,63,idc63-eG-gO-qry_sF_gte_33.66-flips_h1v1-nMasks_9-dMask_medium-dCmplx_EEM-fcs_WHAT_Qn-bsln_12.44)15.52)25.74_t-cntrQ_91.png,IM_1YS58hMGU3d7m6i,9,medium,h1v1,WHAT_Qn
172,63,idc63-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_5-dMask_hard-dCmplx_EEM-fcs_WHAT_Qn-bsln_17.75)15.52)17.06_f-cntrQ_172.png,IM_2oE1PaD5Utnqbmm,5,easy,h1v1,WHAT_Qn
199,63,idc63-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_6-dMask_hard-dCmplx_EEM-fcs_WHAT_Ql-bsln_13.00)84.16)13.00_t-cntrQ_199.png,IM_byIrvLRLK2tofJA,6,medium,h1v1,WHAT_Ql
226,63,idc63-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_hard-dCmplx_EEM-fcs_WHERE-bsln_27.34)29.79)11.71_t-cntrQ_226.png,IM_dg04MknyKhW0LdQ,7,medium,h1v1,WHERE
46,64,idc64-eG-gO-qry_rO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_EEH-fcs_WHAT_Ql-bsln_11.58)18.69)76.01_f-cntrQ_46.png,IM_0iar4MUsFsaSiO2,4,easy,h1v1,WHAT_Ql
19,64,idc64-eG-gO-qry_rO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_EEH-fcs_WHAT_Qn-bsln_33.69)24.93)13.11_t-cntrQ_19.png,IM_9tPKKERWBCvPhsO,4,easy,h1v1,WHAT_Qn
73,64,idc64-eG-gO-qry_rO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_EEH-fcs_WHERE-bsln_35.00)35.49)74.85_f-cntrQ_73.png,IM_bDy0Gifytk4CC6W,4,easy,h1v1,WHERE
208,64,idc64-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_10-dMask_hard-dCmplx_EEH-fcs_WHAT_Ql-bsln_6.50)18.69)17.47_f-cntrQ_208.png,IM_1LEdDlRJoRwYXWu,10,hard,h1v1,WHAT_Ql
235,64,idc64-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_13-dMask_hard-dCmplx_EEH-fcs_WHERE-bsln_30.82)30.51)25.73_t-cntrQ_235.png,IM_6VuFkJtbnPXHH94,13,hard,h1v1,WHERE
100,64,idc64-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_EEH-fcs_WHAT_Qn-bsln_17.54)24.93)8.74_t-cntrQ_100.png,IM_efgqLwu9T4au2DI,6,medium,h1v1,WHAT_Qn
154,64,idc64-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_EEH-fcs_WHERE-bsln_27.83)30.51)39.76_t-cntrQ_154.png,IM_bIYT9AiQ7M156KO,7,medium,h1v1,WHERE
127,64,idc64-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_EEH-fcs_WHAT_Ql-bsln_8.73)18.69)33.13_t-cntrQ_127.png,IM_8pooE6GdwgqlOwm,8,medium,h1v1,WHAT_Ql
181,64,idc64-eG-gO-qry_wO_gte_1-flips_h1v1-nMasks_9-dMask_hard-dCmplx_EEH-fcs_WHAT_Qn-bsln_26.28)24.93)56.55_t-cntrQ_181.png,IM_8DmWdpo7Normvwq,9,medium,h1v1,WHAT_Qn
189,67,idc67-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_HHH-fcs_WHAT_Qn-bsln_73.80)56.78)15.70_t-cntrQ_189.png,IM_9oE5wMu7j0Gv9t4,12,hard,h1v1,WHAT_Qn
216,67,idc67-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_HHH-fcs_WHAT_Ql-bsln_12.23)20.17)54.07_f-cntrQ_216.png,IM_25YDiSU56ArRiya,14,hard,h1v1,WHAT_Ql
243,67,idc67-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_HHH-fcs_WHERE-bsln_32.24)32.47)55.38_f-cntrQ_243.png,IM_1BRKIjdvAkLB9ps,14,hard,h1v1,WHERE
135,67,idc67-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_medium-dCmplx_HHH-fcs_WHAT_Ql-bsln_9.22)20.17)27.46_t-cntrQ_135.png,IM_3dE5tL6lCWDsmyO,4,easy,h1v1,WHAT_Ql
108,67,idc67-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_5-dMask_medium-dCmplx_HHH-fcs_WHAT_Qn-bsln_56.29)56.78)45.54_t-cntrQ_108.png,IM_39RTBe0ix5VRIfY,5,easy,h1v1,WHAT_Qn
162,67,idc67-eC-wO-qry_hO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_HHH-fcs_WHERE-bsln_30.40)32.47)14.43_f-cntrQ_162.png,IM_brurMKJIzv2uLlQ,7,medium,h1v1,WHERE
27,67,idc67-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_HHH-fcs_WHAT_Qn-bsln_54.44)56.78)75.65_t-cntrQ_27.png,IM_aVInjFbP1dYPPkG,2,easy,h1v1,WHAT_Qn
54,67,idc67-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_HHH-fcs_WHERE-bsln_36.44)32.54)75.85_f-cntrQ_54.png,IM_5mUiBiGbBjr4SOO,2,easy,h1v1,WHERE
81,67,idc67-eC-wO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_HHH-fcs_WHERE-bsln_36.44)32.54)75.85_f-cntrQ_81.png,IM_e5uDIgFB42ghSXY,2,easy,h1v1,WHERE
29,68,idc68-fC-gO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_EME-fcs_WHAT_Ql-bsln_33.24)46.04)80.65_f-cntrQ_29.png,IM_a66PHvoSpG3wZRs,4,easy,h1v1,WHAT_Ql
2,68,idc68-fC-gO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_EME-fcs_WHAT_Qn-bsln_43.68)43.35)53.79_t-cntrQ_2.png,IM_6hBZJAh4GnN9Jgq,4,easy,h1v1,WHAT_Qn
56,68,idc68-fC-gO-qry_hO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_EME-fcs_WHERE-bsln_13.71)13.93)84.76_t-cntrQ_56.png,IM_5yysHUK9olRa6h0,4,easy,h1v1,WHERE
191,68,idc68-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_EME-fcs_WHAT_Ql-bsln_29.70)46.04)56.94_t-cntrQ_191.png,IM_24ulOUozFGUEzAi,12,hard,h1v1,WHAT_Ql
218,68,idc68-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_EME-fcs_WHERE-bsln_13.88)14.64)64.56_f-cntrQ_218.png,IM_5thuZGMbpby1t0G,12,hard,h1v1,WHERE
164,68,idc68-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_EME-fcs_WHAT_Qn-bsln_39.97)43.35)24.09_t-cntrQ_164.png,IM_dbf37NOi3cXV4AC,14,hard,h1v1,WHAT_Qn
110,68,idc68-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_EME-fcs_WHAT_Ql-bsln_10.35)46.04)35.42_f-cntrQ_110.png,IM_5p7TL2Kumr9Yapg,7,medium,h1v1,WHAT_Ql
83,68,idc68-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_EME-fcs_WHAT_Qn-bsln_47.15)43.35)15.18_t-cntrQ_83.png,IM_9BsasvEdZJ2OIE6,7,medium,h1v1,WHAT_Qn
137,68,idc68-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_medium-dCmplx_EME-fcs_WHERE-bsln_14.35)14.64)35.76_f-cntrQ_137.png,IM_9F8JztfkLgN6ptc,8,medium,h1v1,WHERE
31,69,idc69-eG-rO-qry_gO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_MEE-fcs_WHAT_Ql-bsln_1.64)15.02)54.11_t-cntrQ_31.png,IM_3qjKpiJer5nRB6C,4,easy,h1v1,WHAT_Ql
4,69,idc69-eG-rO-qry_gO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_MEE-fcs_WHAT_Qn-bsln_66.30)64.01)55.35_t-cntrQ_4.png,IM_bf94tMcFHvgXr0y,4,easy,h1v1,WHAT_Qn
58,69,idc69-eG-rO-qry_gO_gte_1-flips_h1v1-nMasks_4-dMask_easy-dCmplx_MEE-fcs_WHERE-bsln_17.44)18.04)55.23_f-cntrQ_58.png,IM_8pkmiFpfQoCsTdk,4,easy,h1v1,WHERE
220,69,idc69-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_MEE-fcs_WHERE-bsln_23.91)24.05)68.32_f-cntrQ_220.png,IM_cAB6zmofGQiLIWO,12,hard,h1v1,WHERE
193,69,idc69-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_MEE-fcs_WHAT_Ql-bsln_14.40)15.02)47.73_f-cntrQ_193.png,IM_e33LS8ANtnDHSdw,14,hard,h1v1,WHAT_Ql
166,69,idc69-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_14-dMask_hard-dCmplx_MEE-fcs_WHAT_Qn-bsln_61.21)64.01)59.26_f-cntrQ_166.png,IM_9GqcnAt0uN0SmcC,14,hard,h1v1,WHAT_Qn
112,69,idc69-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_3-dMask_medium-dCmplx_MEE-fcs_WHAT_Ql-bsln_4.32)15.02)12.13_f-cntrQ_112.png,IM_4PiuBdRQ42tMEmi,3,easy,h1v1,WHAT_Ql
139,69,idc69-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_4-dMask_medium-dCmplx_MEE-fcs_WHERE-bsln_22.59)24.05)5.49_t-cntrQ_139.png,IM_7Qjye3KXXOaMPhc,4,easy,h1v1,WHERE
85,69,idc69-eG-rO-qry_wO_gte_1-flips_h1v1-nMasks_6-dMask_medium-dCmplx_MEE-fcs_WHAT_Qn-bsln_59.19)64.01)19.06_f-cntrQ_85.png,IM_1XnkL6tGla3AeIC,6,medium,h1v1,WHAT_Qn
47,72,idc72-fC-gO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_EMH-fcs_WHAT_Ql-bsln_0)24.51)4.63_t-cntrQ_47.png,IM_2snwZGNbKWZQ2xw,2,easy,h1v1,WHAT_Ql
20,72,idc72-fC-gO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_EMH-fcs_WHAT_Qn-bsln_79.80)77.48)4.73_t-cntrQ_20.png,IM_5yF1M6ZCR1PeunI,2,easy,h1v1,WHAT_Qn
74,72,idc72-fC-gO-qry_rO_gte_1-flips_h1v1-nMasks_2-dMask_easy-dCmplx_EMH-fcs_WHERE-bsln_45.59)45.24)4.74_f-cntrQ_74.png,IM_cwNNX5kt5MxQqXQ,2,easy,h1v1,WHERE
236,72,idc72-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_10-dMask_hard-dCmplx_EMH-fcs_WHERE-bsln_40.67)40.55)42.48_t-cntrQ_236.png,IM_4U7V7hFxVotouIC,10,hard,h1v1,WHERE
209,72,idc72-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_12-dMask_hard-dCmplx_EMH-fcs_WHAT_Ql-bsln_9.26)24.51)39.76_t-cntrQ_209.png,IM_42QTJdCceX1VQN0,12,hard,h1v1,WHAT_Ql
101,72,idc72-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_2-dMask_medium-dCmplx_EMH-fcs_WHAT_Qn-bsln_54.34)77.48)2.63_f-cntrQ_101.png,IM_81jXuD6ZdD81rue,2,easy,h1v1,WHAT_Qn
128,72,idc72-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_5-dMask_medium-dCmplx_EMH-fcs_WHAT_Ql-bsln_7.14)24.51)33.97_f-cntrQ_128.png,IM_cx6lV0f6lWWsHDU,5,easy,h1v1,WHAT_Ql
155,72,idc72-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_7-dMask_medium-dCmplx_EMH-fcs_WHERE-bsln_41.30)40.55)33.24_t-cntrQ_155.png,IM_9B3JOGiSAooEGOi,7,medium,h1v1,WHERE
182,72,idc72-fC-gO-qry_wO_gte_1-flips_h1v1-nMasks_8-dMask_hard-dCmplx_EMH-fcs_WHAT_Qn-bsln_83.41)77.48)10.52_t-cntrQ_182.png,IM_6lhp5LGaTtD3P7w,8,medium,h1v1,WHAT_Qn
