session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
61929add26f4f12b2e59ebd2,5ff8442a0d726a59d5325267,APPROVED,2021-11-15 17:37:44.809000,2021-11-15 18:42:44.641000,3899.832,20,92,1,100,2021-11-15 19:04:45.702000,AF117E56,Nigeria,South Africa,Other,English,Nigeria,Female,Yes
61929b10f5bfc8ff043dbfe2,600463555dafb42a777cf5a3,RETURNED,2021-11-15 17:38:24.146000,,71870.62943,25,139,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
61929b38a4e44de9300747fa,600d559d03355c51465a7004,APPROVED,2021-11-15 17:39:10.081000,2021-11-15 18:06:22.507000,1632.426,41,97,1,100,2021-11-15 19:04:45.865000,AF117E56,South Africa,South Africa,Part-Time,English,South Africa,Female,No
61929b484c7ae65ff9e76702,609867b0b776ee0e3d256324,APPROVED,2021-11-15 17:39:25.814000,2021-11-15 18:07:07.396000,1661.582,30,50,0,100,2021-11-15 19:04:45.988000,AF117E56,South Africa,South Africa,Full-Time,English,South Africa,Male,No
61929b54255e200c97ad1fe1,60a71d27a66fac796ad4de6f,APPROVED,2021-11-15 17:39:35.850000,2021-11-15 18:02:57.304000,1401.454,23,117,0,100,2021-11-15 19:04:46.149000,AF117E56,United States,United States,Part-Time,English,Vietnam,Female,Yes
61929b69255e200c97ad1fe5,60ca8ba5df33cf01a47b670a,APPROVED,2021-11-15 17:47:01.780000,2021-11-15 18:19:14.503000,1932.723,28,77,0,100,2021-11-15 19:04:46.244000,AF117E56,Mauritius,United Kingdom,DATA EXPIRED,English,Mauritius,Male,No
61929b9ed26c86207b97f367,576075c3624ccc0006233eb7,APPROVED,2021-11-15 17:40:48.313000,2021-11-15 18:01:22.832000,1234.519,29,348,3,100,2021-11-15 19:04:46.353000,AF117E56,United Kingdom,United Kingdom,Other,English,United Kingdom,Female,Yes
61929ba2d26c86207b97f368,5f5a4e1f3778490d3e6d1652,RETURNED,2021-11-15 17:40:50.616000,,71724.41137,56,277,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
61929ba9a276079c5b87fbc3,5eec9ed2f32dc20379a7934f,APPROVED,2021-11-15 17:41:06.104000,2021-11-15 18:33:27.274000,3141.17,26,332,0,100,2021-11-15 19:04:46.497000,AF117E56,Pakistan,Australia,Full-Time,English,Australia,Male,Yes
61929bb3b3fbb1f7b2df5448,60f81c9a9f82be74c5f2bbfc,APPROVED,2021-11-15 17:41:07.792000,2021-11-15 17:57:30.122000,982.33,52,101,0,100,2021-11-15 19:04:46.608000,AF117E56,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No
61929bb7f6b0b579fe4587b0,60bfe60f59d07fd4bfb6ff8f,RETURNED,2021-11-15 17:49:03.796000,,71231.299237,29,66,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6192a2e9de1b20b97cb3df80,6093db807d15df55e6990a28,APPROVED,2021-11-15 18:12:03.486000,2021-11-15 18:34:24.458000,1340.972,35,215,0,100,2021-11-15 19:04:46.738000,AF117E56,Netherlands,Netherlands,Part-Time,English,Netherlands,Female,No
6192a35623c7912c39375d3b,5fef10fbbf9ae41f48f739ee,APPROVED,2021-11-15 18:13:43.841000,2021-11-15 18:46:46.517000,1982.676,28,196,2,100,2021-11-15 19:04:46.855000,AF117E56,United Kingdom,United Kingdom,Due to start a new job within the next month,English,United Kingdom,Female,No
