session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
6192c99aae234d568d0fc4c7,5f70f2db1da187103ac30229,APPROVED,2021-11-15 20:57:01.242000,2021-11-15 21:20:19.172000,1397.93,21,61,0,100,2021-11-15 22:24:31.114000,5890686B,United Kingdom,United Kingdom,Other,English,United Kingdom,Female,Yes
6192c9ac2eb595f2f571a34c,605bfe34b95bfaa4eb7497da,RETURNED,2021-11-15 20:57:16.368000,,59971.534594,52,207,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6192ca1694d9310190621233,5d6ee372f52ee2001b314d3a,RETURNED,2021-11-15 20:59:07.204000,,59860.714996,33,538,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6192ca5219583e7c1f07d63a,6027cc78c597e0049f3e455d,APPROVED,2021-11-15 21:00:10.891000,2021-11-15 21:22:05.627000,1314.736,54,140,0,100,2021-11-15 22:24:30.624000,5890686B,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Male,No
6192ca5bc5b2c8cf2fb06e36,60778acc9a9a6692623224c6,APPROVED,2021-11-15 21:00:14.784000,2021-11-15 21:16:49.494000,994.71,47,124,0,100,2021-11-15 22:24:31.209000,5890686B,Australia,Australia,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,Australia,Female,No
6192ca6c75c626b46955776c,607c3abee7460a09186f93d7,APPROVED,2021-11-15 21:00:28.063000,2021-11-15 21:36:44.435000,2176.372,23,75,0,100,2021-11-15 22:24:31.319000,5890686B,Nigeria,South Africa,DATA EXPIRED,English,Nigeria,Female,DATA EXPIRED
6192ca9d57667ca5514ab754,5e5843f3677ae4053b1a0169,APPROVED,2021-11-15 21:01:17.611000,2021-11-15 21:33:22.334000,1924.723,36,425,0,100,2021-11-15 22:24:30.716000,5890686B,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United Kingdom,Male,No
6192cada47e4182c88cbd351,5d102402903d45000151ca7a,APPROVED,2021-11-15 21:02:18.182000,2021-11-15 21:22:49.513000,1231.331,60,100,0,100,2021-11-15 22:24:30.799000,5890686B,New Zealand,New Zealand,Full-Time,English,New Zealand,Male,No
6192cae0099ab5de26d983bb,603f6ea3c439b514c173633d,RETURNED,2021-11-15 21:02:24.982000,,59663.033507,20,107,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6192cb00d07882c08f46f357,6097ec1a8c0b4df21cbb9024,APPROVED,2021-11-15 21:02:56.581000,2021-11-15 21:34:54.911000,1918.33,42,62,0,100,2021-11-15 22:24:30.910000,5890686B,South Africa,South Africa,Full-Time,English,South Africa,Male,No
6192cb3c5af0b6db45ad252b,6080759d1697447f85c16a18,APPROVED,2021-11-15 21:04:18.104000,2021-11-15 21:37:34.133000,1996.029,46,105,0,100,2021-11-15 22:24:31.016000,5890686B,United Kingdom,United Kingdom,Unemployed (and job seeking),English,United Kingdom,Male,No
6192ce10a34747c1a64ca57c,60a7dd873516b2a5cdf48e6f,APPROVED,2021-11-15 21:16:00.638000,2021-11-15 21:58:18.615000,2537.977,26,57,0,100,2021-11-15 22:24:31.408000,5890686B,South Africa,South Africa,Unemployed (and job seeking),English,South Africa,Female,No
6192ce92b39493c827994226,5ecb88ee69a975340ddec358,RETURNED,2021-11-15 21:18:20.840000,,58707.252964,29,40,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6192d385906c4c11cf5434c8,5eebc01d1b53c11438f3405b,RETURNED,2021-11-15 21:39:27.458000,,57440.66272,32,322,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6192d87ec43e7a3c56fbfb51,5ff78a07326eb6472c53cbff,APPROVED,2021-11-15 22:00:36.657000,2021-11-15 22:12:19.290000,702.633,21,84,0,100,2021-11-15 22:24:31.503000,5890686B,United Kingdom,United Kingdom,DATA EXPIRED,English,United Kingdom,Female,DATA EXPIRED
