"","mean_CI","low_CI","high_CI","category_combination","X5","question","orderCategoryCombination","filterType","filterValue","significantDifference","sizeSignificantDifference"
"117",1.76908787540402,1.16564695342314,2.36793063283336,"focus,WHERE","","log_diffA3","focus: WHERE","p",40,NA,NA
"118",-0.737958800781553,-2.41730886431998,0.947517247100696,"focus: WHAT_Ql-WHAT_Qn","","log_diffA1","focus: WHAT_Ql-WHAT_Qn","p",40,FALSE,0
"119",-1.44419037694038,-2.1246261826937,-0.770434434101679,"focus: WHAT_Ql-WHERE","","log_diffA1","focus: WHAT_Ql-WHERE","p",40,TRUE,1
"120",-0.245813869308522,-1.76382888372147,1.25245981322131,"focus: WHAT_Qn-WHERE","","log_diffA1","focus: WHAT_Qn-WHERE","p",40,FALSE,0
"121",-0.155380068695478,-1.20279307905164,0.884604182712318,"focus: WHAT_Ql-WHAT_Qn","","log_diffA2","focus: WHAT_Ql-WHAT_Qn","p",40,FALSE,0
"122",-1.35158426083899,-2.33472175635038,-0.376177671526225,"focus: WHAT_Ql-WHERE","","log_diffA2","focus: WHAT_Ql-WHERE","p",40,TRUE,1
"123",-1.97853568030533,-2.9118763097795,-1.05377334962677,"focus: WHAT_Qn-WHERE","","log_diffA2","focus: WHAT_Qn-WHERE","p",40,TRUE,1
"124",0.672884031003554,-0.880086097616405,2.20718763050677,"focus: WHAT_Ql-WHAT_Qn","","log_diffA3","focus: WHAT_Ql-WHAT_Qn","p",40,FALSE,0
"125",-0.262754032770241,-1.16587545483753,0.648572601139947,"focus: WHAT_Ql-WHERE","","log_diffA3","focus: WHAT_Ql-WHERE","p",40,FALSE,0
"126",-0.559889986953467,-1.84709846650608,0.723241105473878,"focus: WHAT_Qn-WHERE","","log_diffA3","focus: WHAT_Qn-WHERE","p",40,FALSE,0
"127",1.42678156974242,0.818301623616001,2.034225392662,"focus,WHAT_Ql","","log_diffA1","focus: WHAT_Ql","p",45,NA,NA
"128",2.52133312703957,1.44094234532087,3.61773269416591,"focus,WHAT_Qn","","log_diffA1","focus: WHAT_Qn","p",45,NA,NA
"129",2.86510867609124,2.08031284449434,3.66459284647785,"focus,WHERE","","log_diffA1","focus: WHERE","p",45,NA,NA
"130",1.85579038888996,0.965844234072145,2.73712173094075,"focus,WHAT_Ql","","log_diffA2","focus: WHAT_Ql","p",45,NA,NA
"131",1.50855640972936,0.527465444945453,2.49355226641716,"focus,WHAT_Qn","","log_diffA2","focus: WHAT_Qn","p",45,NA,NA
"132",3.75115575043649,2.84396142777219,4.66170892730829,"focus,WHERE","","log_diffA2","focus: WHERE","p",45,NA,NA
"133",1.63483343141564,0.745500723595547,2.52059761033366,"focus,WHAT_Ql","","log_diffA3","focus: WHAT_Ql","p",45,NA,NA
"134",1.19016600532167,-0.00754890464206825,2.37332832390746,"focus,WHAT_Qn","","log_diffA3","focus: WHAT_Qn","p",45,NA,NA
"135",1.80532743087871,1.19163726898983,2.41715196463156,"focus,WHERE","","log_diffA3","focus: WHERE","p",45,NA,NA
"136",-1.04958069782241,-2.4620122283642,0.353088528469341,"focus: WHAT_Ql-WHAT_Qn","","log_diffA1","focus: WHAT_Ql-WHAT_Qn","p",45,FALSE,0
"137",-1.34550870452172,-2.1746700842053,-0.5057266915689,"focus: WHAT_Ql-WHERE","","log_diffA1","focus: WHAT_Ql-WHERE","p",45,TRUE,1
"138",-0.374559949446007,-2.02743177923526,1.30938132039649,"focus: WHAT_Qn-WHERE","","log_diffA1","focus: WHAT_Qn-WHERE","p",45,FALSE,0
"139",-0.627615211686769,-1.82759873955362,0.577322703466415,"focus: WHAT_Ql-WHAT_Qn","","log_diffA2","focus: WHAT_Ql-WHAT_Qn","p",45,FALSE,0
"140",-1.91478934466031,-3.24228193113159,-0.586936288120341,"focus: WHAT_Ql-WHERE","","log_diffA2","focus: WHAT_Ql-WHERE","p",45,TRUE,1
"141",-2.48576838935408,-3.6143759718192,-1.36377776052727,"focus: WHAT_Qn-WHERE","","log_diffA2","focus: WHAT_Qn-WHERE","p",45,TRUE,1
"142",0.0914850034065043,-1.10816725945378,1.27595476024853,"focus: WHAT_Ql-WHAT_Qn","","log_diffA3","focus: WHAT_Ql-WHAT_Qn","p",45,FALSE,0
"143",0.128583927476256,-0.910252548785953,1.15411962668118,"focus: WHAT_Ql-WHERE","","log_diffA3","focus: WHAT_Ql-WHERE","p",45,FALSE,0
"144",-0.139975742638181,-1.61748679654592,1.32915737046419,"focus: WHAT_Qn-WHERE","","log_diffA3","focus: WHAT_Qn-WHERE","p",45,FALSE,0
"145",1.34171147134123,0.682067246416082,1.98550409376121,"focus,WHAT_Ql","","log_diffA1","focus: WHAT_Ql","p",50,NA,NA
"146",2.28069288358752,0.447926474935044,4.09041804536678,"focus,WHAT_Qn","","log_diffA1","focus: WHAT_Qn","p",50,NA,NA
"147",2.96628723289269,2.11325708553003,3.81924705494976,"focus,WHERE","","log_diffA1","focus: WHERE","p",50,NA,NA
"148",1.76487038468403,0.90985112594628,2.61680260252073,"focus,WHAT_Ql","","log_diffA2","focus: WHAT_Ql","p",50,NA,NA
"149",1.26409850759593,-0.5200944275798,3.06135061469148,"focus,WHAT_Qn","","log_diffA2","focus: WHAT_Qn","p",50,NA,NA
"150",3.99263037946519,3.33591438835019,4.65246780268752,"focus,WHERE","","log_diffA2","focus: WHERE","p",50,NA,NA
"151",1.5678749598973,0.609119238564173,2.53483624694776,"focus,WHAT_Ql","","log_diffA3","focus: WHAT_Ql","p",50,NA,NA
"152",1.88226010960219,0.63034471308428,3.13180795896621,"focus,WHAT_Qn","","log_diffA3","focus: WHAT_Qn","p",50,NA,NA
"153",1.44772341634347,0.874944605965559,2.0166516846179,"focus,WHERE","","log_diffA3","focus: WHERE","p",50,NA,NA
"154",-0.349268162087055,-3.2859053794267,2.57538525712923,"focus: WHAT_Ql-WHAT_Qn","","log_diffA1","focus: WHAT_Ql-WHAT_Qn","p",50,FALSE,0
"155",-1.84144998530651,-3.09187244772198,-0.601915907018123,"focus: WHAT_Ql-WHERE","","log_diffA1","focus: WHAT_Ql-WHERE","p",50,TRUE,1
"156",0.310863861755794,-2.50355210358477,3.12730177340492,"focus: WHAT_Qn-WHERE","","log_diffA1","focus: WHAT_Qn-WHERE","p",50,FALSE,0
"157",-0.0521892588782388,-1.67339942386077,1.56703839487609,"focus: WHAT_Ql-WHAT_Qn","","log_diffA2","focus: WHAT_Ql-WHAT_Qn","p",50,FALSE,0
"158",-2.70473366157041,-3.77148728636986,-1.61718790249234,"focus: WHAT_Ql-WHERE","","log_diffA2","focus: WHAT_Ql-WHERE","p",50,TRUE,1
"159",-2.21129694677399,-4.12678525808781,-0.297803909574085,"focus: WHAT_Qn-WHERE","","log_diffA2","focus: WHAT_Qn-WHERE","p",50,TRUE,1
"160",0.0853539858436566,-1.30250411466367,1.46976779206802,"focus: WHAT_Ql-WHAT_Qn","","log_diffA3","focus: WHAT_Ql-WHAT_Qn","p",50,FALSE,0
"161",0.00878387229335223,-1.18920774696312,1.19262079908665,"focus: WHAT_Ql-WHERE","","log_diffA3","focus: WHAT_Ql-WHERE","p",50,FALSE,0
"162",0.385444182046304,-1.18342321468134,1.93444643830042,"focus: WHAT_Qn-WHERE","","log_diffA3","focus: WHAT_Qn-WHERE","p",50,FALSE,0
