"","mean_CI","low_CI","high_CI","category_combination","X5","question","orderCategoryCombination","filterType","filterValue","significantDifference","sizeSignificantDifference"
"38",0.409090909090909,0.263922509460207,0.55594112690343,"focus,WHAT_Qn","","reverseB","focus: WHAT_Qn","p",30,NA,NA
"39",0.38,0.246415731997188,0.514448268002812,"focus,WHERE","","reverseB","focus: WHERE","p",30,NA,NA
"40",0.0227272727272727,-0.189979121207536,0.237083666662082,"focus: WHAT_Ql-WHAT_Qn","","reverseB","focus: WHAT_Ql-WHAT_Qn","p",30,FALSE,0
"41",0.02,-0.167407487347124,0.207955487347124,"focus: WHAT_Ql-WHERE","","reverseB","focus: WHAT_Ql-WHERE","p",30,FALSE,0
"42",0.0227272727272727,-0.200475795861845,0.245289432225481,"focus: WHAT_Qn-WHERE","","reverseB","focus: WHAT_Qn-WHERE","p",30,FALSE,0
"43",0.410958904109589,0.299104805586808,0.523500673865247,"focus,WHAT_Ql","","reverseB","focus: WHAT_Ql","p",35,NA,NA
"44",0.395348837209302,0.249426943295267,0.540949800890779,"focus,WHAT_Qn","","reverseB","focus: WHAT_Qn","p",35,NA,NA
"45",0.404255319148936,0.264013514751107,0.544471591631872,"focus,WHERE","","reverseB","focus: WHERE","p",35,NA,NA
"46",0.0697674418604651,-0.127072228778321,0.265165252034135,"focus: WHAT_Ql-WHAT_Qn","","reverseB","focus: WHAT_Ql-WHAT_Qn","p",35,FALSE,0
"47",0.0212765957446809,-0.170973605453627,0.213748073538734,"focus: WHAT_Ql-WHERE","","reverseB","focus: WHAT_Ql-WHERE","p",35,FALSE,0
"48",0,-0.224813506059549,0.224073971175828,"focus: WHAT_Qn-WHERE","","reverseB","focus: WHAT_Qn-WHERE","p",35,FALSE,0
"49",0.411764705882353,0.294796716803678,0.527788577313969,"focus,WHAT_Ql","","reverseB","focus: WHAT_Ql","p",40,NA,NA
"50",0.390243902439024,0.241255135054291,0.537803401531075,"focus,WHAT_Qn","","reverseB","focus: WHAT_Qn","p",40,NA,NA
"51",0.452380952380952,0.305110779942857,0.602151124819048,"focus,WHERE","","reverseB","focus: WHERE","p",40,NA,NA
"52",0.0487804878048781,-0.152756320850701,0.25324900377753,"focus: WHAT_Ql-WHAT_Qn","","reverseB","focus: WHAT_Ql-WHAT_Qn","p",40,FALSE,0
"53",-0.0238095238095238,-0.248569345517323,0.200264583612561,"focus: WHAT_Ql-WHERE","","reverseB","focus: WHAT_Ql-WHERE","p",40,FALSE,0
"54",-0.0487804878048781,-0.272778772316315,0.172066577194363,"focus: WHAT_Qn-WHERE","","reverseB","focus: WHAT_Qn-WHERE","p",40,FALSE,0
"55",0.423728813559322,0.29827323070408,0.549435243872191,"focus,WHAT_Ql","","reverseB","focus: WHAT_Ql","p",45,NA,NA
"56",0.375,0.224987186299984,0.526212813700016,"focus,WHAT_Qn","","reverseB","focus: WHAT_Qn","p",45,NA,NA
"57",0.439024390243902,0.287590876941985,0.58876034257021,"focus,WHERE","","reverseB","focus: WHERE","p",45,NA,NA
"58",0.05,-0.168590763977203,0.268005763977203,"focus: WHAT_Ql-WHAT_Qn","","reverseB","focus: WHAT_Ql-WHAT_Qn","p",45,FALSE,0
"59",-0.024390243902439,-0.245353416229975,0.197016830864121,"focus: WHAT_Ql-WHERE","","reverseB","focus: WHAT_Ql-WHERE","p",45,FALSE,0
"60",-0.05,-0.288787555819988,0.189112555819988,"focus: WHAT_Qn-WHERE","","reverseB","focus: WHAT_Qn-WHERE","p",45,FALSE,0
"61",0.454545454545455,0.323485164320511,0.585773017497671,"focus,WHAT_Ql","","reverseB","focus: WHAT_Ql","p",50,NA,NA
"62",0.394736842105263,0.239194797475471,0.550789413050845,"focus,WHAT_Qn","","reverseB","focus: WHAT_Qn","p",50,NA,NA
"63",0.447368421052632,0.289717167820468,0.60472493744269,"focus,WHERE","","reverseB","focus: WHERE","p",50,NA,NA
"64",0.0526315789473684,-0.186233551915354,0.294186183494301,"focus: WHAT_Ql-WHAT_Qn","","reverseB","focus: WHAT_Ql-WHAT_Qn","p",50,FALSE,0
"65",0,-0.229670980888219,0.230097296677693,"focus: WHAT_Ql-WHERE","","reverseB","focus: WHAT_Ql-WHERE","p",50,FALSE,0
"66",-0.0526315789473684,-0.306037731383245,0.200727205067456,"focus: WHAT_Qn-WHERE","","reverseB","focus: WHAT_Qn-WHERE","p",50,FALSE,0
