"","mean_CI","low_CI","high_CI","category_combination","focus","question","orderCategoryCombination","filterType","filterValue","X5","significantDifference","sizeSignificantDifference"
"112",0.416666666666667,0.136060682066472,0.695989317933528,"dComplex_focus,E","WHAT_Qn","reverseB","focus complexity: Easy","p",30,NA,NA,NA
"113",0.4375,0.195591312035005,0.681383687964995,"dComplex_focus,M","WHAT_Qn","reverseB","focus complexity: Medium","p",30,NA,NA,NA
"114",0.375,0.137330815464061,0.613281684535939,"dComplex_focus,H","WHAT_Qn","reverseB","focus complexity: Hard","p",30,NA,NA,NA
"115",0.111111111111111,-0.092425954584156,0.313937065695267,"dComplex_focus,E","WHERE","reverseB","focus complexity: Easy","p",30,NA,NA,NA
"116",0.5,0.291314223224433,0.707531231321021,"dComplex_focus,M","WHERE","reverseB","focus complexity: Medium","p",30,NA,NA,NA
"117",0.368421052631579,0.157120581659957,0.584058365708464,"dComplex_focus,H","WHERE","reverseB","focus complexity: Hard","p",30,NA,NA,NA
"118",0.111111111111111,-0.154334329970855,0.376756552193077,"dComplex_focus,E_M","WHAT_Ql","reverseB","focus complexity: Easy-Medium","p",30,"",FALSE,0
"119",0.0555555555555556,-0.231327901787438,0.340794568454105,"dComplex_focus,E_H","WHAT_Ql","reverseB","focus complexity: Easy-Hard","p",30,"",FALSE,0
"120",-0.12,-0.377361302365814,0.136593302365814,"dComplex_focus,M_H","WHAT_Ql","reverseB","focus complexity: Medium-Hard","p",30,"",FALSE,0
"121",0.0833333333333333,-0.283871888150819,0.452138554817485,"dComplex_focus,E_M","WHAT_Qn","reverseB","focus complexity: Easy-Medium","p",30,"",FALSE,0
"122",0.0833333333333333,-0.341492218888137,0.515808885554804,"dComplex_focus,E_H","WHAT_Qn","reverseB","focus complexity: Easy-Hard","p",30,"",FALSE,0
"123",0.0625,-0.210348452416771,0.332873452416771,"dComplex_focus,M_H","WHAT_Qn","reverseB","focus complexity: Medium-Hard","p",30,"",FALSE,0
"124",-0.333333333333333,-0.6415588647538,-0.0274855796906445,"dComplex_focus,E_M","WHERE","reverseB","focus complexity: Easy-Medium","p",30,"",TRUE,1
"125",-0.444444444444444,-0.765230238117531,-0.121325317438025,"dComplex_focus,E_H","WHERE","reverseB","focus complexity: Easy-Hard","p",30,"",TRUE,1
"126",0.105263157894737,-0.0987073385937463,0.307981022804273,"dComplex_focus,M_H","WHERE","reverseB","focus complexity: Medium-Hard","p",30,"",FALSE,0
"127",0.444444444444444,0.216495110676289,0.671793778212599,"dComplex_focus,E","WHAT_Ql","reverseB","focus complexity: Easy","p",35,NA,NA,NA
"128",0.366666666666667,0.193499760706875,0.537546905959791,"dComplex_focus,M","WHAT_Ql","reverseB","focus complexity: Medium","p",35,NA,NA,NA
"129",0.44,0.245410542338713,0.634381457661287,"dComplex_focus,H","WHAT_Ql","reverseB","focus complexity: Hard","p",35,NA,NA,NA
"130",0.416666666666667,0.139590615518771,0.699726051147895,"dComplex_focus,E","WHAT_Qn","reverseB","focus complexity: Easy","p",35,NA,NA,NA
"131",0.4,0.151416071586375,0.649370595080291,"dComplex_focus,M","WHAT_Qn","reverseB","focus complexity: Medium","p",35,NA,NA,NA
"132",0.375,0.139822275470586,0.613127724529414,"dComplex_focus,H","WHAT_Qn","reverseB","focus complexity: Hard","p",35,NA,NA,NA
"133",0.125,-0.106178731578399,0.354528731578399,"dComplex_focus,E","WHERE","reverseB","focus complexity: Easy","p",35,NA,NA,NA
"134",0.5,0.290817866249364,0.70972758829609,"dComplex_focus,M","WHERE","reverseB","focus complexity: Medium","p",35,NA,NA,NA
"135",0.411764705882353,0.176803932537354,0.646454890992058,"dComplex_focus,H","WHERE","reverseB","focus complexity: Hard","p",35,NA,NA,NA
"136",0,-0.305445836511902,0.303856947623013,"dComplex_focus,E_M","WHAT_Ql","reverseB","focus complexity: Easy-Medium","p",35,"",FALSE,0
"137",0.0555555555555556,-0.23398494848696,0.339318281820293,"dComplex_focus,E_H","WHAT_Ql","reverseB","focus complexity: Easy-Hard","p",35,"",FALSE,0
"138",-0.08,-0.325894322819725,0.165638322819725,"dComplex_focus,M_H","WHAT_Ql","reverseB","focus complexity: Medium-Hard","p",35,"",FALSE,0
"139",0.0833333333333333,-0.283563717742881,0.445263717742881,"dComplex_focus,E_M","WHAT_Qn","reverseB","focus complexity: Easy-Medium","p",35,"",FALSE,0
"140",0.0833333333333333,-0.346223757669536,0.514057091002869,"dComplex_focus,E_H","WHAT_Qn","reverseB","focus complexity: Easy-Hard","p",35,"",FALSE,0
"141",0,-0.318222467451917,0.319462467451917,"dComplex_focus,M_H","WHAT_Qn","reverseB","focus complexity: Medium-Hard","p",35,"",FALSE,0
"142",-0.375,-0.708981212787442,-0.036068787212558,"dComplex_focus,E_M","WHERE","reverseB","focus complexity: Easy-Medium","p",35,"",TRUE,1
"143",-0.5,-0.85116737596441,-0.146782624035589,"dComplex_focus,E_H","WHERE","reverseB","focus complexity: Easy-Hard","p",35,"",TRUE,1
"144",0.0588235294117647,-0.24489103399227,0.358114563404034,"dComplex_focus,M_H","WHERE","reverseB","focus complexity: Medium-Hard","p",35,"",FALSE,0
"145",0.466666666666667,0.216686484923149,0.720273515076851,"dComplex_focus,E","WHAT_Ql","reverseB","focus complexity: Easy","p",40,NA,NA,NA
"146",0.357142857142857,0.178922135591968,0.533763578693746,"dComplex_focus,M","WHAT_Ql","reverseB","focus complexity: Medium","p",40,NA,NA,NA
"147",0.44,0.248010321538785,0.635197678461215,"dComplex_focus,H","WHAT_Ql","reverseB","focus complexity: Hard","p",40,NA,NA,NA
"148",0.363636363636364,0.0815597304283365,0.648131178662573,"dComplex_focus,E","WHAT_Qn","reverseB","focus complexity: Easy","p",40,NA,NA,NA
"149",0.428571428571429,0.170491529701772,0.688151327441085,"dComplex_focus,M","WHAT_Qn","reverseB","focus complexity: Medium","p",40,NA,NA,NA
"150",0.375,0.138343786248649,0.612706213751351,"dComplex_focus,H","WHAT_Qn","reverseB","focus complexity: Hard","p",40,NA,NA,NA
"151",0.166666666666667,-0.124040037413246,0.460273370746579,"dComplex_focus,E","WHERE","reverseB","focus complexity: Easy","p",40,NA,NA,NA
"152",0.5,0.289697514179764,0.710547940365691,"dComplex_focus,M","WHERE","reverseB","focus complexity: Medium","p",40,NA,NA,NA
"153",0.5,0.235023054209711,0.760648374361718,"dComplex_focus,H","WHERE","reverseB","focus complexity: Hard","p",40,NA,NA,NA
